,ID,Case Number,Date,Block,IUCR,primarytype,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,day,hour,year,month,week,ymd,time
408,7919005,HT150238,2/2/2011 13:00,073XX W CLARENCE AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1126285,1940975,2011,2/8/2011 9:56,41.99437907,-87.81083285,"(41.994379069, -87.810832846)",33,13,2011,2,5,2/2/2011,388
409,7915856,HT145939,2/1/2011 17:30,063XX N MILWAUKEE AVE,610,BURGLARY,FORCIBLE ENTRY,OTHER,FALSE,FALSE,1611,16,45,10,5,1132768,1941676,2011,7/19/2011 14:12,41.99619165,-87.78696857,"(41.99619165, -87.786968573)",32,17,2011,2,5,2/1/2011,387
410,7918544,HT144776,2/1/2011 10:00,083XX W CATHERINE AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1614,16,41,10,5,1119520,1934646,2011,2/8/2011 14:26,41.97712216,-87.83585338,"(41.977122159, -87.835853375)",32,10,2011,2,5,2/1/2011,387
411,7908911,HT138423,1/26/2011 10:30,068XX W ARDMORE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1129352,1938128,2011,1/31/2011 11:44,41.98651473,-87.79961609,"(41.986514729, -87.799616087)",26,10,2011,1,4,1/26/2011,381
412,7905012,HT134626,1/25/2011 10:45,062XX W NORWOOD ST,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1611,16,45,10,5,1133543,1939685,2011,5/12/2011 9:40,41.99071457,-87.78416462,"(41.990714572, -87.784164615)",25,10,2011,1,4,1/25/2011,380
413,7907840,HT134384,1/23/2011 21:30,059XX N MILWAUKEE AVE,610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1622,16,45,10,5,1134490,1939289,2011,7/19/2011 14:09,41.9896112,-87.78069067,"(41.989611197, -87.780690667)",23,21,2011,1,4,1/23/2011,378
414,7900284,HT129764,1/21/2011 9:00,058XX N MELVINA AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1622,16,45,10,5,1133880,1938233,2011,1/25/2011 11:05,41.98672422,-87.78295935,"(41.986724221, -87.782959351)",21,9,2011,1,4,1/21/2011,376
415,7892855,HT122817,1/17/2011 8:00,068XX W HIGGINS AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1129695,1935532,2011,1/18/2011 12:29,41.97938518,-87.79841414,"(41.979385182, -87.798414141)",17,8,2011,1,3,1/17/2011,372
416,7894349,HT123665,1/17/2011 7:30,072XX W RASCHER AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1127157,1935212,2011,1/26/2011 11:50,41.97855018,-87.80775526,"(41.978550181, -87.807755262)",17,7,2011,1,3,1/17/2011,372
417,7898709,HT128248,1/16/2011 20:00,057XX N MOODY AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1622,16,45,10,5,1134207,1937844,2011,1/23/2011 9:14,41.985651,-87.78176584,"(41.985650998, -87.781765837)",16,20,2011,1,3,1/16/2011,371
418,7887318,HT116702,1/12/2011 6:00,059XX N ORIOLE AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1124633,1938756,2011,1/18/2011 9:36,41.98831741,-87.81695899,"(41.988317409, -87.816958993)",12,6,2011,1,2,1/12/2011,367
419,7887938,HT115903,1/11/2011 22:00,060XX W PETERSON AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1611,16,45,10,5,1134823,1939545,2011,1/17/2011 8:40,41.99030778,-87.77945973,"(41.99030778, -87.779459725)",11,22,2011,1,2,1/11/2011,366
420,7870713,HT101576,1/2/2011 2:50,056XX N NAGLE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,TRUE,1622,16,45,10,5,1132631,1936984,2011,1/9/2011 8:38,41.98331878,-87.78758253,"(41.983318784, -87.787582533)",2,2,2011,1,1,1/2/2011,357
421,7870398,HT101229,1/1/2011 13:00,070XX W DEVON AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1611,16,41,10,5,1127990,1942161,2011,5/7/2011 13:48,41.99760485,-87.80453402,"(41.997604845, -87.804534022)",1,13,2011,1,1,1/1/2011,356
422,7866150,HS680155,12/28/2010 20:39,061XX W SEMINOLE ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1622,16,45,10,5,1134322,1937469,2010,1/5/2011 16:31,41.98461993,-87.78135176,"(41.984619932, -87.781351755)",362,20,2010,12,52,12/28/2010,352
423,7862755,HS677544,12/27/2010 3:53,059XX N MILWAUKEE AVE,610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1622,16,45,10,5,1134649,1939061,2010,1/2/2011 8:21,41.98898273,-87.78011125,"(41.988982729, -87.780111245)",361,3,2010,12,52,12/27/2010,351
424,7860022,HS673560,12/23/2010 11:30,057XX N MOODY AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1622,16,45,10,5,1134289,1938081,2010,12/30/2010 13:12,41.9862999,-87.78145862,"(41.986299898, -87.781458623)",357,11,2010,12,52,12/23/2010,347
425,7911765,HS681726,12/23/2010 7:00,076XX W CATALPA AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1124496,1935660,2010,2/8/2011 14:07,41.97982393,-87.81753148,"(41.979823926, -87.817531482)",357,7,2010,12,52,12/23/2010,347
426,7860017,HS672812,12/22/2010 21:10,056XX N NATOMA AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1131108,1937173,2010,1/8/2011 18:13,41.98386391,-87.79317956,"(41.98386391, -87.793179558)",356,21,2010,12,51,12/22/2010,346
427,7860027,HS671395,12/21/2010 22:01,059XX N NORTHWEST HWY,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1611,16,41,10,5,1131257,1938981,2010,5/12/2011 9:40,41.98882265,-87.79258957,"(41.98882265, -87.792589566)",355,22,2010,12,51,12/21/2010,345
428,7857540,HS670436,12/19/2010 0:01,053XX N NEVA AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1127636,1935342,2010,12/22/2010 12:31,41.97889884,-87.80599074,"(41.978898836, -87.805990743)",353,0,2010,12,51,12/19/2010,343
429,7855502,HS669554,12/17/2010 9:00,059XX N NORTHWEST HWY,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1131197,1938926,2010,5/7/2011 13:47,41.98867276,-87.79281154,"(41.988672764, -87.792811535)",351,9,2010,12,51,12/17/2010,341
430,7854038,HS663547,12/12/2010 10:00,056XX N OTTAWA AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,TRUE,FALSE,1613,16,41,10,5,1124302,1936648,2010,1/7/2011 11:38,41.98253831,-87.8182231,"(41.982538307, -87.818223103)",346,10,2010,12,50,12/12/2010,336
431,7837913,HS649557,12/3/2010 10:00,060XX N HARLEM AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1127332,1939890,2010,12/9/2010 10:23,41.99138413,-87.80700596,"(41.991384131, -87.80700596)",337,10,2010,12,49,12/3/2010,327
432,7829456,HS640196,11/30/2010 9:00,077XX W BRYN MAWR AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1123362,1936274,2010,12/16/2010 12:06,41.98152747,-87.8216885,"(41.981527471, -87.821688499)",334,9,2010,11,48,11/30/2010,324
433,7913146,HT143124,11/27/2010 10:00,057XX N NORTHWEST HWY,610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,FALSE,FALSE,1612,16,41,10,5,1132224,1938167,2010,2/8/2011 14:07,41.98657215,-87.78905178,"(41.986572151, -87.78905178)",331,10,2010,11,48,11/27/2010,321
434,7792640,HS601616,11/6/2010 1:00,059XX N EAST CIRCLE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1129270,1939324,2010,11/9/2010 14:41,41.98979807,-87.79989029,"(41.989798068, -87.799890289)",310,1,2010,11,45,11/6/2010,300
435,7792650,HS601630,11/6/2010 0:01,059XX N NINA AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1128947,1939223,2010,11/21/2010 7:44,41.98952643,-87.80108068,"(41.989526429, -87.801080675)",310,0,2010,11,45,11/6/2010,300
436,7792724,HS601729,11/6/2010 0:00,056XX N NORTHCOTT AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1132274,1937459,2010,11/9/2010 14:42,41.98462846,-87.78888443,"(41.984628462, -87.78888443)",310,0,2010,11,45,11/6/2010,300
437,7792725,HS601647,11/6/2010 0:00,059XX N EAST CIRCLE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1129252,1939355,2010,11/9/2010 14:42,41.98988344,-87.79995579,"(41.989883443, -87.799955787)",310,0,2010,11,45,11/6/2010,300
438,7793046,HS601836,11/5/2010 21:00,073XX W CLARENCE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1126182,1941055,2010,11/21/2010 7:44,41.99460032,-87.81120994,"(41.994600321, -87.811209939)",309,21,2010,11,45,11/5/2010,299
439,7794038,HS601834,11/5/2010 21:00,073XX W CLARENCE AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1126276,1941055,2010,11/21/2010 7:44,41.99459875,-87.81086416,"(41.994598748, -87.810864157)",309,21,2010,11,45,11/5/2010,299
440,7792752,HS601671,11/5/2010 20:15,073XX W CLARENCE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1126294,1941055,2010,11/15/2010 9:46,41.99459845,-87.81079794,"(41.994598446, -87.810797943)",309,20,2010,11,45,11/5/2010,299
441,7796079,HS602226,11/5/2010 18:00,074XX W CLARENCE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1125815,1941055,2010,11/10/2010 13:26,41.99460645,-87.81255996,"(41.994606453, -87.812559964)",309,18,2010,11,45,11/5/2010,299
442,7809436,HS618324,11/4/2010 22:00,064XX N MILWAUKEE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,FALSE,FALSE,1611,16,41,10,5,1132082,1942658,2010,11/20/2010 9:27,41.99889833,-87.78946916,"(41.998898325, -87.789469161)",308,22,2010,11,45,11/4/2010,298
443,7791101,HS594850,11/1/2010 12:10,056XX N MULLIGAN AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1622,16,45,10,5,1132962,1937139,2010,11/26/2010 12:23,41.98373833,-87.78636152,"(41.983738325, -87.786361516)",305,12,2010,11,44,11/1/2010,295
444,7793032,HS602193,10/31/2010 16:00,057XX N AVONDALE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1132467,1937633,2010,11/9/2010 14:43,41.98510257,-87.78817051,"(41.985102566, -87.788170512)",304,16,2010,10,44,10/31/2010,294
445,7784489,HS593368,10/28/2010 17:00,068XX W PALATINE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1611,16,41,10,5,1129894,1941270,2010,11/3/2010 11:20,41.99512738,-87.79755028,"(41.995127382, -87.797550275)",301,17,2010,10,44,10/28/2010,291
446,7781929,HS590209,10/28/2010 14:30,064XX W FOSTER AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1132023,1934220,2010,11/4/2010 12:20,41.97574472,-87.78988318,"(41.975744716, -87.789883177)",301,14,2010,10,44,10/28/2010,291
447,7780035,HS588027,10/28/2010 14:00,060XX N AVONDALE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1129829,1939611,2010,11/22/2010 10:21,41.99057605,-87.79782754,"(41.99057605, -87.797827543)",301,14,2010,10,44,10/28/2010,291
448,7781794,HS587717,10/28/2010 7:00,062XX N NORTHWEST HWY,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,TRUE,FALSE,1611,16,41,10,5,1128161,1941359,2010,8/30/2011 13:09,41.99540118,-87.8039232,"(41.995401183, -87.803923203)",301,7,2010,10,44,10/28/2010,291
449,7778681,HS586339,10/27/2010 6:00,063XX W BRYN MAWR AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1622,16,45,10,5,1132766,1936870,2010,11/8/2010 9:37,41.9830036,-87.78708869,"(41.983003596, -87.787088694)",300,6,2010,10,43,10/27/2010,290
450,7766356,HS574250,10/19/2010 16:00,053XX N OKETO AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1125970,1934578,2010,10/31/2010 17:38,41.97683032,-87.81213478,"(41.976830321, -87.812134778)",292,16,2010,10,42,10/19/2010,282
451,7764156,HS571881,10/19/2010 10:00,048XX N NORDICA AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1128561,1931623,2010,10/26/2010 13:18,41.96867784,-87.80267366,"(41.96867784, -87.802673655)",292,10,2010,10,42,10/19/2010,282
452,7770883,HS575022,10/15/2010 17:00,059XX N ODELL AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1126509,1939048,2010,10/30/2010 9:51,41.98908744,-87.81005217,"(41.98908744, -87.810052169)",288,17,2010,10,42,10/15/2010,278
453,7754436,HS562902,10/13/2010 8:00,062XX N NORTHWEST HWY,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,TRUE,FALSE,1611,16,41,10,5,1128161,1941359,2010,8/30/2011 13:08,41.99540118,-87.8039232,"(41.995401183, -87.803923203)",286,8,2010,10,41,10/13/2010,276
454,7752828,HS561374,10/12/2010 18:15,063XX N MELVINA AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1611,16,45,10,5,1133842,1941845,2010,3/22/2011 9:55,41.99663653,-87.78301375,"(41.996636528, -87.783013746)",285,18,2010,10,41,10/12/2010,275
455,7748546,HS557005,10/9/2010 15:00,076XX W CLARENCE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1124326,1940923,2010,10/17/2010 17:14,41.99426895,-87.81804024,"(41.99426895, -87.818040236)",282,15,2010,10,41,10/9/2010,272
456,7747689,HS554757,10/8/2010 19:31,069XX W FOSTER AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1129028,1934168,2010,10/15/2010 22:00,41.97565363,-87.80089832,"(41.975653632, -87.800898317)",281,19,2010,10,41,10/8/2010,271
457,7747026,HS554904,10/8/2010 18:30,054XX N NAGLE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1132543,1935974,2010,10/11/2010 16:25,41.98054879,-87.78792984,"(41.980548789, -87.78792984)",281,18,2010,10,41,10/8/2010,271
458,7746914,HS554728,10/8/2010 9:30,060XX N NAGLE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1611,16,41,10,5,1132572,1939786,2010,10/15/2010 13:09,41.99100876,-87.78773388,"(41.991008755, -87.787733878)",281,9,2010,10,41,10/8/2010,271
459,7745140,HS552521,10/6/2010 21:00,060XX N HARLEM AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1127332,1940051,2010,10/11/2010 12:03,41.99182593,-87.80700232,"(41.99182593, -87.807002321)",279,21,2010,10,40,10/6/2010,269
460,7792918,HS601989,10/5/2010 17:00,074XX W PALATINE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1125724,1941329,2010,11/21/2010 7:44,41.99535985,-87.81288859,"(41.995359854, -87.812888585)",278,17,2010,10,40,10/5/2010,268
461,7732703,HS540152,9/28/2010 21:00,055XX N NORDICA AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1128663,1936222,2010,10/1/2010 7:21,41.98129623,-87.80219375,"(41.981296232, -87.802193748)",271,21,2010,9,39,9/28/2010,261
462,7732290,HS537702,9/28/2010 8:00,050XX N NEVA AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1127627,1932926,2010,10/15/2010 13:05,41.97226923,-87.80607853,"(41.972269234, -87.806078528)",271,8,2010,9,39,9/28/2010,261
463,7729763,HS537550,9/27/2010 17:30,076XX W VICTORIA ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1124127,1937300,2010,10/1/2010 7:23,41.98433035,-87.81885232,"(41.98433035, -87.818852323)",270,17,2010,9,39,9/27/2010,260
464,7730715,HS538400,9/26/2010 9:30,061XX N MILWAUKEE AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,FALSE,FALSE,1611,16,45,10,5,1133575,1940696,2010,10/11/2010 16:22,41.99348828,-87.78402306,"(41.993488279, -87.784023056)",269,9,2010,9,39,9/26/2010,259
465,7721345,HS528771,9/22/2010 6:30,072XX W SEMINOLE ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1127017,1937285,2010,4/16/2011 19:09,41.98424106,-87.80822339,"(41.98424106, -87.808223391)",265,6,2010,9,38,9/22/2010,255
466,7718222,HS524146,9/20/2010 7:35,073XX W BERWYN AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1126380,1934412,2010,9/29/2010 13:55,41.97636794,-87.81063072,"(41.976367944, -87.810630721)",263,7,2010,9,38,9/20/2010,253
467,7707911,HS515024,9/14/2010 14:50,059XX N NAPER AVE,650,BURGLARY,HOME INVASION,RESIDENCE,FALSE,FALSE,1611,16,41,10,5,1131080,1939163,2010,5/8/2012 12:22,41.98932514,-87.79323639,"(41.989325139, -87.793236385)",257,14,2010,9,37,9/14/2010,247
468,7706473,HS513946,9/13/2010 18:30,060XX N NORTHWEST HWY,610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1611,16,41,10,5,1130319,1939674,2010,5/25/2011 21:36,41.99074051,-87.79602372,"(41.990740506, -87.796023723)",256,18,2010,9,37,9/13/2010,246
469,7712726,HS518135,9/7/2010 13:00,077XX W NORWOOD ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1123555,1939146,2010,10/22/2010 11:35,41.98940538,-87.82091549,"(41.989405376, -87.820915491)",250,13,2010,9,36,9/7/2010,240
470,7696718,HS504084,9/7/2010 7:30,072XX W RASCHER AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1613,16,41,10,5,1126773,1935074,2010,9/15/2010 11:51,41.97817795,-87.80917057,"(41.978177951, -87.809170572)",250,7,2010,9,36,9/7/2010,240
471,7697787,HS497169,9/3/2010 11:15,056XX N NOTTINGHAM AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1128201,1937002,2010,9/14/2010 13:09,41.98344448,-87.80387515,"(41.983444478, -87.803875145)",246,11,2010,9,36,9/3/2010,236
472,7690612,HS496744,9/3/2010 8:45,051XX N NORMANDY AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1130956,1933566,2010,9/5/2010 7:29,41.97396858,-87.79382216,"(41.973968583, -87.793822155)",246,8,2010,9,36,9/3/2010,236
473,7676733,HS479949,8/24/2010 22:24,061XX N NORTHWEST HWY,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,FALSE,FALSE,1612,16,41,10,5,1129184,1940451,2010,9/3/2010 18:44,41.99289213,-87.80018081,"(41.992892131, -87.800180811)",236,22,2010,8,34,8/24/2010,226
474,7674250,HS474131,8/21/2010 10:00,083XX W SUMMERDALE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1614,16,41,10,5,1119669,1934453,2010,9/23/2010 14:37,41.97659017,-87.83530955,"(41.976590168, -87.835309546)",233,10,2010,8,34,8/21/2010,223
475,7678149,HS482279,8/16/2010 13:00,050XX N NEW ENGLAND AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1129638,1933366,2010,8/31/2010 10:25,41.97344244,-87.79867349,"(41.973442438, -87.798673485)",228,13,2010,8,33,8/16/2010,218
476,7817673,HS613645,8/16/2010 7:00,065XX W DEVON AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1611,16,41,10,5,1131537,1942122,2010,11/24/2010 17:26,41.99743698,-87.79148657,"(41.997436976, -87.791486571)",228,7,2010,8,33,8/16/2010,218
477,7659287,HS464667,8/15/2010 19:00,061XX N ELSTON AVE,620,BURGLARY,UNLAWFUL ENTRY,HOTEL/MOTEL,FALSE,FALSE,1611,16,45,10,5,1133994,1940330,2010,8/18/2010 9:36,41.99247656,-87.78249044,"(41.992476559, -87.782490442)",227,19,2010,8,33,8/15/2010,217
478,7656856,HS461547,8/14/2010 0:40,064XX N MILWAUKEE AVE,610,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,FALSE,FALSE,1611,16,41,10,5,1132182,1942514,2010,9/19/2010 21:52,41.99850143,-87.78910465,"(41.998501433, -87.789104651)",226,0,2010,8,33,8/14/2010,216
479,7656485,HS461010,8/13/2010 16:00,079XX W BERWYN AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1614,16,41,10,5,1122052,1934123,2010,8/15/2010 15:24,41.97564626,-87.82655321,"(41.97564626, -87.826553212)",225,16,2010,8,33,8/13/2010,215
480,7652946,HS456486,8/11/2010 3:47,048XX N NEW ENGLAND AVE,620,BURGLARY,UNLAWFUL ENTRY,ALLEY,TRUE,FALSE,1613,16,41,10,5,1129626,1931926,2010,8/12/2010 12:21,41.96949114,-87.79875065,"(41.969491136, -87.798750654)",223,3,2010,8,32,8/11/2010,213
481,7645824,HS450251,8/6/2010 20:00,053XX N NEW ENGLAND AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1129569,1934853,2010,8/8/2010 12:15,41.9775241,-87.79889311,"(41.977524097, -87.798893105)",218,20,2010,8,32,8/6/2010,208
482,7643386,HS447677,8/5/2010 7:00,057XX N OKETO AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1126064,1937261,2010,8/8/2010 12:20,41.98419118,-87.81172901,"(41.984191181, -87.811729008)",217,7,2010,8,32,8/5/2010,207
483,7647096,HS449501,8/5/2010 4:00,073XX W TALCOTT AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1126209,1938537,2010,8/15/2010 15:24,41.98769023,-87.8111671,"(41.987690229, -87.811167095)",217,4,2010,8,32,8/5/2010,207
484,7636430,HS440764,8/1/2010 9:30,059XX N EAST CIRCLE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1129360,1939322,2010,8/4/2010 22:53,41.98979104,-87.79955929,"(41.989791041, -87.799559292)",213,9,2010,8,31,8/1/2010,203
485,7628466,HS432614,7/27/2010 6:30,063XX W HIGHLAND AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1611,16,45,10,5,1133173,1941815,2010,7/31/2010 9:18,41.99656598,-87.78547546,"(41.996565977, -87.785475462)",208,6,2010,7,30,7/27/2010,198
486,7642302,HS422797,7/21/2010 15:45,072XX W PETERSON AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1612,16,41,10,5,1126693,1939388,2010,8/18/2010 9:43,41.99001735,-87.80936773,"(41.990017346, -87.809367725)",202,15,2010,7,29,7/21/2010,192
487,7617299,HS419488,7/17/2010 19:30,051XX N NATCHEZ AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1613,16,41,10,5,1132278,1934026,2010,7/25/2010 9:31,41.97520792,-87.78894996,"(41.975207919, -87.788949963)",198,19,2010,7,29,7/17/2010,188
488,7613523,HS415734,7/17/2010 14:30,072XX W PETERSON AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1612,16,41,10,5,1126693,1939388,2010,7/24/2010 10:24,41.99001735,-87.80936773,"(41.990017346, -87.809367725)",198,14,2010,7,29,7/17/2010,188
489,7651375,HS432325,7/15/2010 12:00,056XX N NEVA AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1612,16,41,10,5,1127765,1937257,2010,8/15/2010 13:31,41.98415161,-87.80547293,"(41.984151608, -87.805472927)",196,12,2010,7,29,7/15/2010,186
490,7612755,HS417364,7/14/2010 15:00,062XX W BRYN MAWR AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1622,16,45,10,5,1133417,1936875,2010,7/21/2010 10:49,41.9830059,-87.78469429,"(41.983005899, -87.784694292)",195,15,2010,7,28,7/14/2010,185
491,7606507,HS407256,7/12/2010 8:30,060XX W ARDMORE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1622,16,45,10,5,1135145,1938140,2010,7/22/2010 20:38,41.98644662,-87.77830881,"(41.98644662, -87.778308813)",193,8,2010,7,28,7/12/2010,183
492,7600312,HS403665,7/10/2010 8:00,061XX W ROSEDALE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1622,16,45,10,5,1134177,1938882,2010,7/14/2010 10:09,41.98849989,-87.78185159,"(41.988499891, -87.781851594)",191,8,2010,7,28,7/10/2010,181
