beat,block,day,tract,600ft,1200ft,1800ft,2400ft,3000ft
512,5002001005,4,500200,0.0,0.0,0.0,0.0,0.0
512,5002001005,7,500200,0.0,0.0,0.0,0.0,0.945395362449
512,5002001005,10,500200,0.0,0.0,0.0,0.967516812581,0.0
512,5002001005,13,500200,0.0,0.0,0.0,0.0,0.0
1133,8430002029,1,843000,0.0,0.0,0.0,0.0,0.0
1133,8430002029,4,843000,0.0,0.0,0.0,0.963683527886,0.0
1133,8430002029,7,843000,0.0,0.0,0.0,1.98451377817,0.0
1133,8430002029,10,843000,0.0,0.947886745999,0.0,0.0,0.0
1133,8430002029,13,843000,0.0,0.0,0.0,0.0,0.0
1722,1602004023,1,160200,0.0,0.0,0.0,0.0,0.0
1722,1602004023,4,160200,0.0,0.0,0.0,0.0,0.0
1722,1602004023,7,160200,0.0,0.0,0.0,0.0,0.0
1722,1602004023,10,160200,0.0,0.0,0.0,0.995607613471,0.990770465491
1722,1602004023,13,160200,0.0,0.0,0.0,0.0,0.0
