beat,time,knox600ft,knox1200ft,knox1800ft,knox2400ft,knox3000ft,p600ft,p1200ft,p1800ft,p2400ft,p3000ft
beat914,4,21.6153846154,32.0692307692,45.1076923077,55.6076923077,70.2461538462,0.01000000,0.02000000,0.02000000,0.04000000,0.01000000
beat914,7,29.1230769231,49.0538461538,70.2307692308,86.5692307692,111.253846154,0.01000000,0.02000000,0.03000000,0.06000000,0.01000000
beat914,10,35.3769230769,64.3153846154,90.9538461538,116.223076923,151.307692308,0.01000000,0.01000000,0.06000000,0.20000000,0.08000000
beat914,13,41.5538461538,79.2692307692,115.169230769,148.738461538,195.423076923,0.01000000,0.04000000,0.22000000,0.20000000,0.05000000
beat835,1,6.25471698113,13.7971698113,27.25,35.0943396226,45.6320754717,0.01000000,0.15000000,0.03000000,0.06000000,0.04000000
beat835,4,12.0235849057,33.5566037736,62.2641509434,85.5330188679,120.476415094,0.25000000,0.20000000,0.06000000,0.15000000,0.13000000
beat835,7,20.2311320755,57.8113207547,106.405660377,142.382075472,198.108490566,0.08000000,0.10000000,0.02000000,0.06000000,0.11000000
beat835,10,22.4103773585,75.5943396226,129.028301887,196.245283019,250.495283019,0.26000000,0.11000000,0.10000000,0.11000000,0.18000000
beat835,13,28.8773584906,88.358490566,159.245283019,233.66509434,322.603773585,0.33000000,0.07000000,0.07000000,0.12000000,0.21000000
beat1121,1,4.27777777778,9.40277777778,14.1111111111,16.6944444444,17.4027777778,0.06000000,0.02000000,0.05000000,0.20000000,0.61000000
beat1121,4,6.40277777778,14.7361111111,26.2361111111,34.0416666667,36.25,0.23000000,0.15000000,0.38000000,0.67000000,0.91000000
beat1121,7,13.0,22.7361111111,38.1944444444,51.0555555556,56.625,0.08000000,0.03000000,0.13000000,0.57000000,0.79000000
beat1121,10,11.75,27.0833333333,45.3888888889,61.4027777778,67.5,0.18000000,0.12000000,0.32000000,0.89000000,0.97000000
beat1121,13,14.0416666667,30.6388888889,58.9305555556,74.9722222222,85.3611111111,0.21000000,0.15000000,0.41000000,0.68000000,0.97000000
beat1631,1,2.72222222222,5.12962962963,9.68518518519,12.4351851852,16.5555555556,0.03000000,0.04000000,0.01000000,0.05000000,0.03000000
beat1631,4,4.44444444444,10.4444444444,20.1851851852,28.5092592593,37.037037037,0.15000000,0.21000000,0.15000000,0.44000000,0.76000000
beat1631,7,7.13888888889,18.5462962963,37.0185185185,43.9722222222,59.9444444444,0.33000000,0.33000000,0.02000000,0.52000000,0.83000000
beat1631,10,11.7037037037,28.5,50.7407407407,66.5277777778,94.537037037,0.12000000,0.04000000,0.08000000,0.21000000,0.88000000
beat1631,13,13.3703703704,37.4074074074,68.5462962963,98.0092592593,118.777777778,0.22000000,0.02000000,0.07000000,0.17000000,0.60000000
beat1912,1,4.25396825397,8.61111111111,13.4761904762,22.7063492063,30.126984127,0.04000000,0.30000000,0.60000000,0.35000000,0.23000000
beat1912,4,8.5,23.1825396825,42.6904761905,60.7857142857,80.746031746,0.11000000,0.27000000,0.75000000,0.55000000,0.91000000
beat1912,7,11.6111111111,36.8174603175,65.5952380952,95.8412698413,128.920634921,0.10000000,0.12000000,0.39000000,0.34000000,0.86000000
beat1912,10,13.2936507937,47.0555555556,77.3968253968,119.944444444,160.865079365,0.19000000,0.06000000,0.55000000,0.15000000,0.62000000
beat1912,13,16.619047619,58.7698412698,100.222222222,158.047619048,211.825396825,0.16000000,0.10000000,0.78000000,0.18000000,0.73000000
beat1231,1,2.54,3.34,5.36,6.54,6.98,0.06000000,0.31000000,0.11000000,0.13000000,0.26000000
beat1231,4,4.56,12.34,22.32,21.32,27.18,0.29000000,0.61000000,0.38000000,0.55000000,0.05000000
beat1231,7,6.76,13.96,27.96,32.86,35.44,0.08000000,0.51000000,0.14000000,0.23000000,0.02000000
beat1231,10,8.88,21.8,36.6,36.26,44.06,0.12000000,0.55000000,0.22000000,0.32000000,0.12000000
beat1231,13,9.36,24.86,40.24,48.44,55.98,0.25000000,0.59000000,0.33000000,0.41000000,0.08000000
beat813,1,0.865384615385,5.71794871795,17.2628205128,25.5641025641,35.4679487179,0.65000000,0.53000000,0.04000000,0.05000000,0.06000000
beat813,4,1.14743589744,8.37179487179,31.8076923077,45.1987179487,71.8076923077,0.97000000,0.96000000,0.31000000,0.38000000,0.22000000
beat813,7,5.47435897436,22.7179487179,53.8333333333,85.7564102564,122.846153846,0.74000000,0.69000000,0.16000000,0.26000000,0.26000000
beat813,10,6.71153846154,32.6602564103,72.1858974359,114.538461538,160.391025641,0.75000000,0.34000000,0.08000000,0.11000000,0.08000000
beat813,13,8.61538461538,39.3141025641,88.8974358974,144.775641026,200.442307692,0.93000000,0.59000000,0.16000000,0.21000000,0.09000000
beat1711,1,8.46629213483,16.4831460674,23.5786516854,31.2191011236,35.7471910112,0.01000000,0.02000000,0.13000000,0.06000000,0.05000000
beat1711,4,10.7921348315,27.106741573,43.0617977528,61.0730337079,77.0842696629,0.04000000,0.35000000,0.40000000,0.32000000,0.18000000
beat1711,7,12.9719101124,43.1797752809,67.5674157303,95.5898876404,116.241573034,0.26000000,0.14000000,0.43000000,0.27000000,0.31000000
beat1711,10,18.6516853933,64.5168539326,105.505617978,132.646067416,167.634831461,0.17000000,0.10000000,0.13000000,0.15000000,0.18000000
beat1711,13,23.6516853933,83.1573033708,128.904494382,166.449438202,205.101123596,0.19000000,0.06000000,0.20000000,0.24000000,0.39000000
beat523,1,2.85416666667,8.96666666667,21.1375,37.7583333333,49.2625,0.71000000,0.94000000,0.82000000,0.56000000,0.84000000
beat523,4,11.7791666667,44.1083333333,86.2125,135.620833333,188.470833333,0.72000000,0.64000000,0.46000000,0.11000000,0.22000000
beat523,7,19.4833333333,64.4291666667,127.295833333,205.895833333,287.1375,0.49000000,0.51000000,0.18000000,0.11000000,0.27000000
beat523,10,31.0958333333,95.6416666667,190.495833333,291.691666667,406.8375,0.16000000,0.41000000,0.17000000,0.13000000,0.18000000
beat523,13,37.4125,118.933333333,232.933333333,363.4125,501.808333333,0.41000000,0.66000000,0.35000000,0.33000000,0.29000000
beat2211,1,0.175675675676,0.324324324324,2.06756756757,2.47297297297,2.21621621622,0.88000000,0.63000000,0.31000000,0.51000000,0.72000000
beat2211,4,1.36486486486,4.31081081081,7.05405405405,9.39189189189,10.1081081081,0.15000000,0.02000000,0.02000000,0.10000000,0.30000000
beat2211,7,1.56756756757,4.60810810811,9.62162162162,12.2702702703,15.0405405405,0.25000000,0.08000000,0.03000000,0.27000000,0.48000000
beat2211,10,1.45945945946,6.7027027027,13.4459459459,17.1486486486,24.2162162162,0.18000000,0.07000000,0.03000000,0.12000000,0.27000000
beat2211,13,1.67567567568,6.82432432432,13.2702702703,18.5,23.0405405405,0.35000000,0.18000000,0.07000000,0.28000000,0.58000000
beat1024,1,1.19117647059,4.17647058824,6.26470588235,6.75,8.05882352941,0.54000000,0.21000000,0.61000000,0.69000000,0.95000000
beat1024,4,4.80882352941,10.0294117647,14.4264705882,20.3382352941,23.3823529412,0.09000000,0.29000000,0.80000000,0.63000000,0.91000000
beat1024,7,9.19117647059,15.8970588235,24.6176470588,32.3823529412,36.2058823529,0.01000000,0.12000000,0.60000000,0.81000000,0.96000000
beat1024,10,10.3970588235,19.3676470588,28.5882352941,40.1911764706,47.2794117647,0.02000000,0.24000000,0.60000000,0.74000000,0.82000000
beat1024,13,12.1617647059,21.6617647059,38.5588235294,52.8676470588,58.7205882353,0.06000000,0.46000000,0.41000000,0.68000000,0.74000000
beat2511,1,0.333333333333,2.09090909091,3.72727272727,6.75757575758,6.72727272727,0.30000000,0.40000000,0.34000000,0.03000000,0.03000000
beat2511,4,1.86363636364,6.4696969697,11.1515151515,16.303030303,21.8181818182,0.22000000,0.50000000,0.72000000,0.52000000,0.22000000
beat2511,7,2.37878787879,8.07575757576,15.4090909091,23.2727272727,31.0909090909,0.36000000,0.52000000,0.38000000,0.34000000,0.08000000
beat2511,10,2.81818181818,11.3636363636,20.9696969697,26.5606060606,38.9545454545,0.46000000,0.73000000,0.68000000,0.70000000,0.23000000
beat2511,13,2.90909090909,15.6666666667,25.8484848485,34.6212121212,52.8787878788,0.70000000,0.81000000,0.65000000,0.81000000,0.29000000
beat632,1,2.31012658228,4.44936708861,11.3227848101,19.9810126582,25.1265822785,0.41000000,0.93000000,0.85000000,0.56000000,0.75000000
beat632,4,10.7405063291,22.4746835443,44.1202531646,68.6518987342,87.6708860759,0.03000000,0.46000000,0.28000000,0.27000000,0.07000000
beat632,7,15.8227848101,44.8734177215,81.4810126582,114.708860759,149.651898734,0.03000000,0.07000000,0.06000000,0.13000000,0.08000000
beat632,10,21.4936708861,60.5379746835,108.189873418,155.35443038,198.443037975,0.07000000,0.12000000,0.11000000,0.36000000,0.22000000
beat632,13,23.8227848101,77.7025316456,140.208860759,195.727848101,255.810126582,0.09000000,0.01000000,0.05000000,0.21000000,0.13000000
beat2533,1,1.81666666667,6.45833333333,13.325,17.5583333333,22.7833333333,0.35000000,0.33000000,0.08000000,0.25000000,0.38000000
beat2533,4,6.74166666667,23.6083333333,42.2583333333,53.6166666667,73.75,0.18000000,0.35000000,0.10000000,0.52000000,0.39000000
beat2533,7,12.0333333333,41.175,69.2083333333,93.1583333333,123.833333333,0.22000000,0.30000000,0.13000000,0.48000000,0.35000000
beat2533,10,14.5166666667,55.1916666667,90.7333333333,130.691666667,175.716666667,0.30000000,0.42000000,0.17000000,0.29000000,0.12000000
beat2533,13,20.95,71.65,115.2,164.066666667,216.075,0.13000000,0.13000000,0.05000000,0.17000000,0.13000000
beat1933,1,3.87962962963,6.58333333333,11.9444444444,18.462962963,22.4166666667,0.05000000,0.38000000,0.29000000,0.23000000,0.11000000
beat1933,4,9.94444444444,20.75,35.3888888889,50.2407407407,58.0648148148,0.06000000,0.06000000,0.08000000,0.17000000,0.01000000
beat1933,7,15.6203703704,39.9074074074,60.0092592593,89.6666666667,107.490740741,0.06000000,0.05000000,0.07000000,0.12000000,0.10000000
beat1933,10,19.2777777778,49.9722222222,89.3703703704,125.75,149.527777778,0.14000000,0.21000000,0.01000000,0.04000000,0.24000000
beat1933,13,22.5,59.3055555556,113.796296296,153.962962963,179.111111111,0.14000000,0.36000000,0.05000000,0.12000000,0.37000000
beat1935,1,6.36486486486,7.95945945946,13.2432432432,20.9189189189,20.3243243243,0.02000000,0.17000000,0.66000000,0.09000000,0.23000000
beat1935,4,11.9324324324,16.7567567568,25.2972972973,39.0,45.2297297297,0.01000000,0.10000000,0.80000000,0.18000000,0.23000000
beat1935,7,16.8378378378,26.8918918919,45.2567567568,62.0540540541,68.0540540541,0.01000000,0.03000000,0.44000000,0.11000000,0.17000000
beat1935,10,19.2837837838,34.7972972973,54.0945945946,76.2972972973,83.0945945946,0.01000000,0.01000000,0.21000000,0.02000000,0.10000000
beat1935,13,20.8918918919,43.9594594595,68.2567567568,97.5945945946,110.0,0.01000000,0.03000000,0.63000000,0.03000000,0.04000000
beat424,1,5.21084337349,13.9397590361,24.0180722892,33.8554216867,42.1807228916,0.07000000,0.34000000,0.46000000,0.63000000,0.30000000
beat424,4,11.7530120482,38.6144578313,73.7590361446,99.8493975904,126.975903614,0.56000000,0.42000000,0.21000000,0.47000000,0.29000000
beat424,7,25.7048192771,82.2710843373,135.927710843,196.481927711,239.487951807,0.22000000,0.03000000,0.09000000,0.06000000,0.03000000
beat424,10,30.8674698795,102.072289157,183.36746988,259.957831325,326.138554217,0.49000000,0.27000000,0.10000000,0.21000000,0.04000000
beat424,13,39.686746988,138.734939759,241.855421687,336.192771084,423.5,0.35000000,0.10000000,0.02000000,0.04000000,0.02000000
beat1931,1,2.625,9.27272727273,11.2727272727,15.5681818182,18.6818181818,0.52000000,0.30000000,0.35000000,0.24000000,0.05000000
beat1931,4,6.11363636364,19.7159090909,28.7386363636,35.9545454545,43.0795454545,0.78000000,0.29000000,0.67000000,0.65000000,0.74000000
beat1931,7,9.625,26.9204545455,45.2954545455,60.0113636364,67.3295454545,0.84000000,0.60000000,0.81000000,0.70000000,0.75000000
beat1931,10,13.3068181818,35.6590909091,59.4545454545,75.5681818182,89.9886363636,0.90000000,0.75000000,0.73000000,0.93000000,0.70000000
beat1931,13,13.875,42.3863636364,65.0909090909,86.4545454545,107.920454545,0.68000000,0.74000000,0.78000000,0.93000000,0.74000000
beat825,1,5.57792207792,22.4480519481,37.7987012987,47.0714285714,48.7337662338,0.38000000,0.05000000,0.01000000,0.18000000,0.76000000
beat825,4,15.9220779221,55.987012987,104.824675325,143.097402597,162.62987013,0.64000000,0.69000000,0.17000000,0.24000000,0.67000000
beat825,7,24.0649350649,87.9805194805,161.116883117,213.506493506,244.227272727,0.34000000,0.43000000,0.26000000,0.26000000,0.76000000
beat825,10,33.8701298701,122.642857143,226.168831169,317.571428571,360.675324675,0.57000000,0.52000000,0.24000000,0.11000000,0.45000000
beat825,13,43.7467532468,152.948051948,288.863636364,403.935064935,447.733766234,0.41000000,0.11000000,0.25000000,0.15000000,0.47000000
beat1432,1,10.0238095238,16.4761904762,25.5158730159,35.880952381,37.4841269841,0.01000000,0.12000000,0.02000000,0.12000000,0.29000000
beat1432,4,23.5952380952,39.4126984127,67.6428571429,89.1111111111,101.238095238,0.01000000,0.35000000,0.12000000,0.02000000,0.22000000
beat1432,7,32.8968253968,74.3650793651,117.373015873,159.142857143,174.015873016,0.02000000,0.29000000,0.05000000,0.32000000,0.87000000
beat1432,10,53.7063492063,96.0634920635,155.873015873,207.357142857,230.253968254,0.01000000,0.06000000,0.01000000,0.26000000,0.90000000
beat1432,13,61.9603174603,116.055555556,184.658730159,250.507936508,283.317460317,0.01000000,0.17000000,0.07000000,0.34000000,0.86000000
beat1632,1,1.2380952381,2.72619047619,3.65476190476,4.09523809524,6.89285714286,0.03000000,0.06000000,0.25000000,0.43000000,0.41000000
beat1632,4,2.02380952381,5.44047619048,12.3452380952,16.75,20.7976190476,0.33000000,0.39000000,0.36000000,0.74000000,0.93000000
beat1632,7,2.16666666667,9.20238095238,16.9642857143,23.3571428571,27.4047619048,0.35000000,0.20000000,0.37000000,0.82000000,0.95000000
beat1632,10,3.53571428571,12.9166666667,27.1547619048,35.8214285714,46.5119047619,0.29000000,0.21000000,0.33000000,0.87000000,0.89000000
beat1632,13,5.54761904762,16.7142857143,37.0952380952,50.6428571429,64.9404761905,0.27000000,0.24000000,0.17000000,0.55000000,0.82000000
beat733,1,7.47023809524,22.6666666667,41.9285714286,59.5535714286,64.0535714286,0.36000000,0.79000000,0.70000000,0.03000000,0.22000000
beat733,4,18.0297619048,67.5416666667,120.154761905,169.30952381,184.44047619,0.59000000,0.68000000,0.93000000,0.18000000,0.02000000
beat733,7,27.255952381,106.845238095,189.398809524,246.994047619,277.93452381,0.62000000,0.59000000,0.84000000,0.18000000,0.10000000
beat733,10,39.9523809524,159.339285714,266.148809524,357.196428571,400.333333333,0.69000000,0.46000000,0.96000000,0.28000000,0.18000000
beat733,13,51.0178571429,197.958333333,327.44047619,449.267857143,505.422619048,0.54000000,0.68000000,0.97000000,0.69000000,0.37000000
beat913,1,7.39634146341,21.737804878,33.7743902439,45.987804878,56.993902439,0.07000000,0.02000000,0.02000000,0.21000000,0.15000000
beat913,4,16.0426829268,49.8536585366,91.6036585366,126.024390244,158.804878049,0.10000000,0.10000000,0.03000000,0.29000000,0.27000000
beat913,7,25.006097561,79.5914634146,151.884146341,208.067073171,259.329268293,0.10000000,0.06000000,0.02000000,0.08000000,0.11000000
beat913,10,30.743902439,99.7134146341,204.506097561,292.62195122,344.170731707,0.16000000,0.21000000,0.01000000,0.04000000,0.33000000
beat913,13,34.0365853659,118.329268293,254.079268293,365.237804878,432.62195122,0.36000000,0.53000000,0.14000000,0.07000000,0.39000000
beat932,1,4.63333333333,13.4833333333,26.425,37.6083333333,44.8083333333,0.29000000,0.32000000,0.27000000,0.49000000,0.25000000
beat932,4,10.0,27.175,56.85,73.125,86.35,0.43000000,0.67000000,0.42000000,0.63000000,0.21000000
beat932,7,12.4083333333,47.4,81.4416666667,112.141666667,135.1,0.67000000,0.60000000,0.67000000,0.68000000,0.29000000
beat932,10,15.2083333333,59.2333333333,105.833333333,149.0,173.891666667,0.77000000,0.46000000,0.53000000,0.77000000,0.67000000
beat932,13,16.1333333333,74.9416666667,142.166666667,189.383333333,221.733333333,0.97000000,0.38000000,0.17000000,0.77000000,0.57000000
beat1013,1,1.91525423729,6.66101694915,10.6949152542,15.7711864407,21.5254237288,0.33000000,0.83000000,0.87000000,0.75000000,0.77000000
beat1013,4,7.1186440678,18.4576271186,30.813559322,51.2881355932,64.0677966102,0.24000000,0.61000000,0.76000000,0.57000000,0.41000000
beat1013,7,12.7203389831,36.1949152542,64.8389830508,91.0423728814,118.525423729,0.31000000,0.79000000,0.73000000,0.42000000,0.33000000
beat1013,10,18.9491525424,46.9491525424,84.686440678,123.584745763,162.754237288,0.05000000,0.69000000,0.71000000,0.81000000,0.47000000
beat1013,13,21.1949152542,58.6271186441,98.6610169492,148.86440678,188.194915254,0.11000000,0.73000000,0.67000000,0.61000000,0.52000000
beat2534,1,2.55681818182,5.06818181818,9.0,11.3977272727,15.7727272727,0.09000000,0.24000000,0.45000000,0.82000000,0.52000000
beat2534,4,4.43181818182,14.3863636364,21.7159090909,34.9886363636,39.2045454545,0.12000000,0.04000000,0.32000000,0.21000000,0.33000000
beat2534,7,6.19318181818,22.6704545455,34.1931818182,51.4772727273,61.375,0.26000000,0.04000000,0.22000000,0.36000000,0.21000000
beat2534,10,9.10227272727,30.4090909091,48.6022727273,69.4545454545,82.2727272727,0.09000000,0.02000000,0.08000000,0.22000000,0.12000000
beat2534,13,10.8977272727,38.0568181818,64.4204545455,89.0681818182,106.454545455,0.08000000,0.03000000,0.06000000,0.36000000,0.09000000
beat1732,1,2.6847826087,4.97826086957,6.33695652174,9.1847826087,11.3695652174,0.10000000,0.21000000,0.32000000,0.69000000,0.51000000
beat1732,4,3.94565217391,7.84782608696,15.9891304348,18.4347826087,29.7173913043,0.27000000,0.72000000,0.52000000,0.89000000,0.45000000
beat1732,7,6.22826086957,18.2065217391,31.902173913,40.6195652174,55.097826087,0.65000000,0.56000000,0.24000000,0.62000000,0.56000000
beat1732,10,7.46739130435,24.75,42.902173913,57.0760869565,79.3369565217,0.68000000,0.37000000,0.25000000,0.53000000,0.22000000
beat1732,13,9.90217391304,28.6956521739,48.9565217391,65.4782608696,91.1086956522,0.68000000,0.34000000,0.13000000,0.37000000,0.41000000
beat1832,1,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat1832,4,1.41666666667,1.0,1.95833333333,2.04166666667,2.0,0.01000000,0.14000000,0.55000000,0.39000000,1.00000000
beat1832,7,1.16666666667,1.58333333333,2.04166666667,2.04166666667,2.0,0.04000000,0.16000000,0.51000000,0.43000000,1.00000000
beat1832,10,1.20833333333,1.75,3.125,3.875,4.0,0.20000000,0.41000000,0.91000000,0.69000000,1.00000000
beat1832,13,1.75,2.79166666667,4.33333333333,6.0,6.0,0.24000000,0.65000000,0.86000000,0.62000000,1.00000000
beat1722,1,1.68867924528,4.02830188679,4.97169811321,8.24528301887,9.94339622642,0.27000000,0.21000000,0.85000000,0.91000000,0.86000000
beat1722,4,4.83018867925,13.6037735849,25.0754716981,38.641509434,48.6603773585,0.13000000,0.22000000,0.30000000,0.11000000,0.30000000
beat1722,7,5.45283018868,19.5943396226,33.2641509434,56.320754717,72.4528301887,0.51000000,0.19000000,0.68000000,0.38000000,0.26000000
beat1722,10,8.80188679245,28.3018867925,48.3773584906,71.7547169811,102.905660377,0.24000000,0.05000000,0.72000000,0.68000000,0.44000000
beat1722,13,12.5754716981,38.0849056604,66.5377358491,106.537735849,135.273584906,0.09000000,0.20000000,0.78000000,0.81000000,0.60000000
beat1034,1,1.19642857143,2.26785714286,4.14285714286,3.625,7.73214285714,0.19000000,0.35000000,0.65000000,0.93000000,0.72000000
beat1034,4,1.42857142857,3.98214285714,6.32142857143,7.17857142857,11.4642857143,0.46000000,0.34000000,0.70000000,0.95000000,0.66000000
beat1034,7,1.78571428571,7.30357142857,10.1071428571,14.6607142857,22.8392857143,0.56000000,0.29000000,0.86000000,0.94000000,0.21000000
beat1034,10,2.35714285714,9.10714285714,17.0892857143,22.4821428571,32.4821428571,0.75000000,0.37000000,0.88000000,0.95000000,0.36000000
beat1034,13,5.26785714286,14.5357142857,22.2678571429,31.3214285714,44.0,0.37000000,0.15000000,0.84000000,0.98000000,0.41000000
beat313,1,5.3125,18.3928571429,29.9642857143,36.0,41.125,0.65000000,0.37000000,0.80000000,0.94000000,0.68000000
beat313,4,13.6696428571,37.4375,62.5,75.4285714286,86.6428571429,0.38000000,0.47000000,0.90000000,0.97000000,0.74000000
beat313,7,23.0982142857,60.7678571429,95.7857142857,118.794642857,135.428571429,0.09000000,0.41000000,0.74000000,0.90000000,0.46000000
beat313,10,37.2767857143,84.2767857143,144.669642857,179.758928571,199.178571429,0.07000000,0.46000000,0.62000000,0.87000000,0.46000000
beat313,13,48.4910714286,116.482142857,177.25,226.196428571,257.223214286,0.03000000,0.30000000,0.78000000,0.93000000,0.55000000
beat334,1,8.99242424242,18.3636363636,31.053030303,36.7803030303,37.803030303,0.11000000,0.16000000,0.12000000,0.04000000,0.33000000
beat334,4,22.4848484848,45.5227272727,79.2803030303,97.5833333333,100.628787879,0.01000000,0.16000000,0.43000000,0.39000000,0.95000000
beat334,7,34.3560606061,74.9772727273,130.257575758,163.939393939,170.068181818,0.07000000,0.50000000,0.53000000,0.48000000,0.85000000
beat334,10,42.0606060606,103.916666667,202.939393939,255.689393939,266.098484848,0.50000000,0.90000000,0.36000000,0.34000000,0.85000000
beat334,13,48.0681818182,129.310606061,243.53030303,302.159090909,318.121212121,0.65000000,0.87000000,0.45000000,0.70000000,0.71000000
beat734,1,0.611111111111,6.75,8.66666666667,12.0092592593,13.8240740741,0.94000000,0.12000000,0.15000000,0.46000000,0.31000000
beat734,4,6.05555555556,24.787037037,35.712962963,46.9444444444,54.037037037,0.47000000,0.05000000,0.30000000,0.55000000,0.77000000
beat734,7,13.787037037,38.5,57.2222222222,79.5740740741,93.7037037037,0.15000000,0.04000000,0.49000000,0.56000000,0.42000000
beat734,10,19.9074074074,59.0277777778,86.3518518519,120.62037037,145.962962963,0.17000000,0.12000000,0.47000000,0.82000000,0.39000000
beat734,13,27.6666666667,79.2314814815,122.37037037,164.814814815,192.888888889,0.14000000,0.06000000,0.10000000,0.62000000,0.28000000
beat322,1,11.2058823529,34.2,47.4588235294,67.4117647059,74.5,0.04000000,0.06000000,0.41000000,0.13000000,0.09000000
beat322,4,27.9529411765,85.7764705882,124.929411765,169.011764706,186.564705882,0.02000000,0.01000000,0.33000000,0.04000000,0.08000000
beat322,7,46.3470588235,144.717647059,224.894117647,287.8,310.594117647,0.02000000,0.01000000,0.01000000,0.01000000,0.04000000
beat322,10,58.6588235294,186.464705882,287.141176471,370.664705882,414.752941176,0.02000000,0.01000000,0.01000000,0.02000000,0.04000000
beat322,13,73.6764705882,241.505882353,376.929411765,482.947058824,531.6,0.01000000,0.01000000,0.01000000,0.02000000,0.05000000
beat614,1,2.69318181818,6.85227272727,8.96590909091,10.3636363636,14.375,0.11000000,0.30000000,0.16000000,0.51000000,0.62000000
beat614,4,4.23863636364,10.4204545455,17.6022727273,21.6704545455,34.1818181818,0.42000000,0.78000000,0.74000000,0.96000000,0.42000000
beat614,7,9.32954545455,17.5113636364,28.2954545455,36.1022727273,50.0113636364,0.02000000,0.15000000,0.28000000,0.87000000,0.51000000
beat614,10,11.4431818182,25.0681818182,38.2045454545,51.4886363636,70.3068181818,0.04000000,0.46000000,0.71000000,0.63000000,0.31000000
beat614,13,15.0340909091,34.1931818182,50.8522727273,73.3181818182,96.7045454545,0.02000000,0.22000000,0.68000000,0.77000000,0.45000000
beat1612,1,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat1612,4,0.0384615384615,0.0384615384615,-0.192307692308,0.384615384615,0.384615384615,1.00000000,0.63000000,0.86000000,0.84000000,0.96000000
beat1612,7,0.0384615384615,1.34615384615,1.80769230769,2.30769230769,2.96153846154,0.88000000,0.10000000,0.14000000,0.25000000,0.42000000
beat1612,10,-0.0769230769231,1.15384615385,1.65384615385,2.30769230769,2.57692307692,0.91000000,0.06000000,0.18000000,0.32000000,0.43000000
beat1612,13,-0.0769230769231,1.30769230769,2.61538461538,2.76923076923,3.34615384615,0.81000000,0.07000000,0.19000000,0.50000000,0.71000000
beat921,1,3.5,14.5986842105,23.7697368421,36.1052631579,47.6381578947,0.81000000,0.70000000,0.59000000,0.54000000,0.16000000
beat921,4,10.8289473684,44.8092105263,71.7236842105,105.098684211,134.993421053,0.87000000,0.76000000,0.65000000,0.66000000,0.05000000
beat921,7,22.5394736842,74.5065789474,128.078947368,181.592105263,245.5,0.32000000,0.72000000,0.52000000,0.48000000,0.03000000
beat921,10,35.1184210526,103.993421053,175.717105263,253.243421053,336.315789474,0.30000000,0.62000000,0.42000000,0.16000000,0.01000000
beat921,13,43.7434210526,136.013157895,237.118421053,337.842105263,430.282894737,0.23000000,0.68000000,0.41000000,0.18000000,0.05000000
beat715,1,2.97058823529,8.58823529412,16.9705882353,22.6078431373,26.0784313725,0.58000000,0.92000000,0.68000000,0.91000000,0.07000000
beat715,4,6.82352941176,35.5784313725,53.5,70.6274509804,81.5294117647,0.97000000,0.78000000,0.82000000,0.98000000,0.43000000
beat715,7,12.1568627451,52.5392156863,88.7647058824,110.950980392,124.784313725,0.96000000,0.90000000,0.52000000,0.97000000,0.34000000
beat715,10,18.2156862745,73.5098039216,127.598039216,155.81372549,175.088235294,0.71000000,0.76000000,0.33000000,0.97000000,0.23000000
beat715,13,26.3431372549,89.2941176471,164.441176471,193.882352941,221.529411765,0.75000000,0.66000000,0.32000000,0.95000000,0.31000000
beat1424,1,8.77835051546,21.3350515464,47.1958762887,65.6340206186,74.4948453608,0.37000000,0.76000000,0.23000000,0.14000000,0.81000000
beat1424,4,27.6082474227,64.7010309278,119.953608247,165.335051546,200.06185567,0.01000000,0.14000000,0.02000000,0.16000000,0.21000000
beat1424,7,40.7113402062,113.257731959,191.927835052,282.603092784,341.082474227,0.14000000,0.27000000,0.41000000,0.57000000,0.30000000
beat1424,10,57.9742268041,154.644329897,269.922680412,386.881443299,465.479381443,0.05000000,0.06000000,0.16000000,0.31000000,0.39000000
beat1424,13,69.4226804124,188.701030928,340.355670103,479.824742268,579.046391753,0.04000000,0.12000000,0.15000000,0.30000000,0.30000000
beat1221,1,4.375,13.5882352941,21.7573529412,22.2279411765,26.5147058824,0.11000000,0.05000000,0.01000000,0.03000000,0.06000000
beat1221,4,11.4191176471,38.0147058824,59.7426470588,75.6029411765,79.8308823529,0.19000000,0.02000000,0.01000000,0.11000000,0.17000000
beat1221,7,18.4411764706,55.5808823529,94.0220588235,109.625,118.647058824,0.07000000,0.01000000,0.01000000,0.02000000,0.11000000
beat1221,10,21.9338235294,70.4632352941,126.970588235,154.389705882,179.220588235,0.26000000,0.22000000,0.04000000,0.10000000,0.19000000
beat1221,13,29.4852941176,87.5220588235,149.014705882,185.955882353,214.676470588,0.11000000,0.10000000,0.10000000,0.16000000,0.30000000
beat1411,1,5.14788732394,12.485915493,17.0985915493,25.1901408451,31.8943661972,0.02000000,0.13000000,0.26000000,0.69000000,0.35000000
beat1411,4,10.6338028169,28.7253521127,50.5,71.0352112676,97.1830985915,0.09000000,0.22000000,0.26000000,0.83000000,0.07000000
beat1411,7,14.1690140845,41.7746478873,80.2323943662,114.0,155.774647887,0.27000000,0.79000000,0.57000000,0.84000000,0.17000000
