beat,block,tract,knox_sum
813,6502003012,650200,1.02266805627
1923,610001013,61000,5.58032495697
524,5302004007,530200,3.3807663556
834,7002002007,700200,0.0
1813,718002001,71800,0.825123152709
1923,612001016,61200,2.26189152704
1014,2922003006,292200,1.98700467118
1014,2922003007,292200,0.991570881228
835,7005022030,700502,0.0
212,3602001000,360200,1.82239709444
1922,625001010,62500,1.09550793324
212,3602001007,360200,3.54795644695
231,4003001007,400300,0.972759226711
2213,7203003012,720300,4.40739614995
1511,2513002000,251300,0.946004319657
923,6304001009,630400,1.05096566523
1214,2435001005,243500,2.89774132794
1613,1006001032,100600,1.93394383666
2213,7202002012,720200,0.0
1932,706002017,70600,0.0
633,4409001010,440900,2.09552236177
2521,2002003001,200200,4.55572624907
1814,715001000,71500,0.0
1912,501002025,50100,2.20915079338
1221,2429001015,242900,10.1223581332
1421,2225001016,222500,4.19224463933
1531,2511001006,251100,0.669999999998
1623,1503007017,150300,3.43912784479
523,5305032027,530503,0.985386666662
1131,8314001000,831400,2.25613009851
2522,2004012011,200401,1.00350203344
2532,2507004009,250700,2.14649621213
821,5704002002,570400,1.82746987951
1234,8412003006,841200,1.06785317019
1922,507001019,50700,2.00132558625
1234,8412003001,841200,1.34058044292
833,6408002001,640800,2.08500034887
2222,7302022003,730202,2.07862589479
421,4313011010,431301,6.39666422385
2222,7302022007,730202,3.87115303986
2222,7302022004,730202,0.9088888889
1924,622001013,62200,2.62023767863
312,4208001003,420800,7.53167054048
1213,8423002013,842300,3.78201673922
712,6806001013,680600,3.54342079715
824,8351004012,835100,1.12555910544
1831,818002052,81800,5.40719547258
733,6811003005,681100,9.54632263989
733,6811003004,681100,11.3415474165
935,8356002024,835600,0.0
2431,106001004,10600,1.03076923077
1621,1204002001,120400,3.38888888886
713,6702001010,670200,2.81390102432
833,6503012007,650301,2.37074456556
1134,2712001033,271200,2.0221238938
2431,106001009,10600,1.13173652694
2212,7502003002,750200,1.98393855918
1733,1607003006,160700,0.863047808765
1912,501001004,50100,1.86884166718
724,8349002007,834900,5.80473204946
611,7104002009,710400,7.04154797875
1935,702001004,70200,2.95787734872
414,4605005005,460500,1.94505456821
1132,2608002012,260800,1.91019890605
613,7110002017,711000,3.01700081151
1935,703001016,70300,1.07653457654
624,6915003001,691500,4.06776925747
1413,2210001015,221000,2.92624968322
1413,2210001014,221000,4.95792899664
715,6705001011,670500,2.36486486478
524,5303001018,530300,2.05648986357
1221,2430002007,243000,5.19242569771
733,6814002011,681400,12.3952535549
1031,3018031009,301803,2.45654832769
1811,8326002004,832600,0.832698170728
1623,1204003024,120400,1.93526785714
1024,3008002015,300800,1.99635228852
715,6704001031,670400,1.10664062499
715,6704001033,670400,0.977777777778
512,4909023004,490902,8.37206899999
1111,8421005024,842100,1.05450767263
2521,2001003015,200100,1.0241265998
1522,2519002020,251900,1.91775853741
433,5501005008,550100,0.0
2011,208011001,20801,1.0392568175
1722,1602003006,160200,0.0
2523,2001003018,200100,1.0664952241
1711,1301003021,130100,0.0
931,6114002001,611400,1.93697048789
1912,319002000,31900,0.920195170368
215,8358001009,835800,1.07525655644
1532,2516001011,251600,0.0
1912,319002005,31900,1.08753126116
324,4304001009,430400,5.00107308594
1623,1105013026,110501,1.143847487
2212,7502004004,750200,0.0
1531,2510001011,251000,0.935643564361
612,7102004005,710200,2.88478386054
232,4005002002,400500,0.976934360102
232,4005002005,400500,1.94381755017
1033,3011001000,301100,3.4663043479
1024,3007003007,300700,1.98921417565
1414,2212002017,221200,3.09153626444
1422,2309002007,230900,3.19249137074
1021,8415002017,841500,3.9856740598
2223,7305004024,730500,3.64419719347
2223,7301001008,730100,0.0
333,4306001003,430600,11.4336440106
1832,817001010,81700,1.44021739128
1832,817001013,81700,1.0652173913
131,3301001003,330100,1.74681206578
132,3301001000,330100,1.47200059102
131,3301001007,330100,0.695067264579
1225,2828001007,282800,0.0
1225,2828001008,282800,0.0
1622,1504012016,150401,2.77803954398
321,8344002003,834400,4.03949847095
311,4008001004,400800,6.23366905851
311,4008001007,400800,6.11193364625
311,4008001006,400800,5.51737794763
314,8344002005,834400,4.53768271875
1221,2431001004,243100,11.4247437915
422,4603024026,460302,2.95257102312
432,5203002019,520300,2.35669337089
1724,1408003005,140800,0.941309255077
2411,204002006,20400,0.0
1524,2512003004,251200,0.46794871794
2412,206022012,20602,0.0
713,6702001029,670200,4.11533906433
513,4910004017,491000,3.96105719894
2532,2503003015,250300,1.34831753736
313,4206002007,420600,8.78062074335
313,4206002003,420600,9.85881391781
2533,8313001014,831300,0.0
1724,1606012008,160601,0.941309255077
815,5705001021,570500,4.40237670736
2533,2305002004,230500,0.922395987016
1031,8305002010,830500,0.980394280772
1012,2925003010,292500,0.972016460905
233,8363001005,836300,2.72503071591
522,5302005018,530200,4.03382502497
524,5302004013,530200,0.604460093904
823,6604002009,660400,4.02429591261
1422,2308001010,230800,2.80636761965
1131,2610001019,261000,3.96770212368
834,7003023015,700302,0.0
1033,8407002004,840700,2.3852691218
1622,1504013012,150401,4.83212784007
922,8428005003,842800,3.75654791423
922,8428005001,842800,3.90870183516
1112,2315006008,231500,3.36579842202
623,6913001001,691300,1.05011476665
623,6913001005,691300,2.07708881929
1211,2427001001,242700,1.93169700818
1922,604003009,60400,3.1467650826
321,4208002006,420800,8.03288865498
321,4208002007,420800,8.14133508477
1632,1710005027,171000,2.34396645022
1231,2831001007,283100,0.89405204461
1932,706002008,70600,0.0
323,6909001008,690900,1.87521585939
815,5703004022,570300,5.48148539946
234,4107001006,410700,4.32657048109
1724,1606011012,160601,0.941309255077
1915,321004000,32100,4.20849465551
1611,901001008,90100,0.743999999998
1712,1404004005,140400,0.956724028028
1712,1404004007,140400,0.976913580244
1922,507001018,50700,2.10132772053
1712,1404004000,140400,0.956724028028
1032,3016002010,301600,0.90528846154
611,7104003009,710400,1.99602015724
1922,507001015,50700,1.98895307851
1733,2101002025,210100,1.93108411399
834,7003013002,700301,0.0
1622,1103002019,110300,1.84551853842
1622,1103003014,110300,1.00612201816
834,7003013008,700301,0.0
822,6201002003,620100,0.998359041682
1622,1103002016,110300,0.0
1131,8314001035,831400,0.832298136646
623,8424001005,842400,4.82790998846
422,4601001011,460100,2.95650578021
1914,8307004010,830700,6.39242788462
2522,2004012001,200401,1.9030077995
2422,103002009,10300,2.01549019609
714,6707002016,670700,2.86394015482
913,8397003005,839700,4.44481017998
1731,1611002004,161100,1.90324557955
2531,2506004008,250600,1.11346516008
1614,8104003018,810400,0.0
421,4313011002,431301,10.1595925516
421,4313011007,431301,9.3136378139
421,4313011005,431301,6.91164991168
421,4313011004,431301,9.42546831634
711,8346004008,834600,5.52863116477
2213,7304004010,730400,2.25322813168
624,6914001000,691400,2.9504127845
1924,622001003,62200,3.05222107792
2423,107024005,10702,3.65799577092
2423,107024004,10702,3.20591400041
1925,619023013,61902,0.991765782255
1135,2827002012,282700,0.919456727733
1712,1404005026,140400,0.971962616839
1712,1404005027,140400,0.971962616839
1122,2315005002,231500,3.19028982679
1135,2827002019,282700,0.919456727733
412,4802001014,480200,0.0
2432,106001012,10600,1.0522696011
2432,106001011,10600,1.0522696011
1213,8423002005,842300,1.91185633823
1131,2606002004,260600,2.71994535518
2233,4911004035,491100,3.45294819529
621,7102002002,710200,6.84100562851
2213,7202003031,720200,6.61515151516
611,7104006000,710400,4.239236306
2523,2104001015,210400,1.0625
821,6303002000,630300,1.48355218045
813,6203002011,620300,1.66373371681
611,7104002010,710400,4.71451532519
934,6119002025,611900,2.69831429257
414,4605005011,460500,4.86199254659
1432,2216001011,221600,1.96393144189
1122,2315005008,231500,5.0010851445
712,8347002010,834700,1.961678026
523,5305032008,530503,2.02620791309
1831,817002027,81700,5.16578752708
1111,8421002000,842100,1.38932291667
2524,2002004004,200200,2.92620445098
414,4605001001,460500,6.84676839088
2514,1904022016,190402,1.85825970442
2521,1909001015,190900,2.04075491383
1111,8421002005,842100,0.875
1923,8321001001,832100,3.67011290955
1422,2309003002,230900,5.82481880913
733,6814002002,681400,12.4409932091
913,6009003001,600900,3.31966183379
733,6814002007,681400,12.4812528381
114,3201004020,320100,2.33333333332
214,3802002012,380200,2.93257354641
2223,7304003027,730400,4.76615846253
1221,2430001007,243000,7.11042633446
1924,8320001007,832000,4.1579173436
512,4909024027,490902,8.86741517362
512,4909024022,490902,9.92062092708
1632,1703005018,170300,0.0
512,4909024028,490902,7.93415028655
512,4909024029,490902,8.27055357698
331,4301012006,430101,7.80423999135
331,4301012000,430101,6.99740517488
234,4109002000,410900,4.47217680731
412,4802001010,480200,0.894202898565
1711,1301003036,130100,1.03337113235
813,6503011008,650301,2.10052539497
1531,2516001007,251600,3.75915048543
512,4910005006,491000,1.77900556921
512,4910005005,491000,4.05067782741
513,4910005009,491000,3.09091841075
1621,1202002022,120200,0.0
1922,603002011,60300,2.91961640316
813,6502002008,650200,2.0287763456
611,7104005022,710400,3.52755447101
2232,7307001003,730700,1.03781512605
1111,2510001000,251000,2.0540953865
831,6611003008,661100,0.0
233,8363002001,836300,2.66611390703
934,6119002007,611900,1.95877576514
934,6119002006,611900,2.8220570151
431,5102002002,510200,1.59920409323
732,6813001009,681300,10.5419584031
1632,1710004009,171000,0.0
1212,2422002001,242200,5.99331387811
333,4305001003,430500,4.99107882485
333,4305001002,430500,7.61749819185
724,8349002018,834900,11.059824144
612,7108004015,710800,3.96096677425
1212,2422002009,242200,7.11434043902
621,6912003012,691200,4.09506430168
221,8360002000,836000,4.30936567716
1223,2804001037,280400,0.0
114,3201003010,320100,1.33333333333
1933,627001002,62700,2.02302928374
2412,205004009,20500,1.06952546114
222,3906002010,390600,3.62082842709
2213,7203004012,720300,1.77406281661
2535,2307003022,230700,3.90961993036
2412,205004004,20500,1.15046296298
2533,2502002001,250200,1.87018763548
824,6308002008,630800,0.94408286093
222,3904001007,390400,2.78709808746
2533,2502002005,250200,1.00388726919
222,3904001003,390400,4.56928410737
222,3904001002,390400,4.71375735403
824,6308002000,630800,0.970218960388
232,4004001018,400400,2.03959521055
2521,1901001001,190100,0.917435897444
1422,2227002011,222700,3.12297123062
231,4004001012,400400,0.0
1023,8433001039,843300,0.0
411,8343001027,834300,11.4353022631
411,8343001026,834300,10.3631608287
1732,8311003006,831100,2.21550690282
1732,8311003007,831100,2.21550690282
632,4403001006,440300,2.10015861864
1732,8311003008,831100,0.960344827586
513,4909011021,490901,4.9495274619
1722,1405001008,140500,0.996365105007
1633,1506002002,150600,4.49860012416
922,5805023027,580502,4.96759431628
312,4207004005,420700,8.96835113089
1012,2925003000,292500,2.77019687736
1211,8366001001,836600,0.0
731,6911004019,691100,43.6721656679
822,6309003022,630900,3.11216722544
2411,202003001,20200,0.0
832,6610002004,661000,6.12297701196
2512,1906012000,190601,0.897425249171
1434,2406001015,240600,3.34967610537
1235,3105001029,310500,0.0
934,6119001017,611900,3.43060097196
614,7107004010,710700,2.88332735104
1613,1006001026,100600,1.02132701423
321,4208002011,420800,7.05112389018
122,8391001043,839100,3.64723015696
1225,8382002053,838200,0.0
333,4309002005,430900,4.12850239672
1213,2420001012,242000,3.90544558044
2222,7302012014,730201,4.44354251554
421,4313022012,431302,7.94736893251
1723,1406022009,140602,2.09341329968
421,4313022010,431302,9.05973276279
1135,2827001012,282700,1.70354221231
1232,2838001002,283800,1.67094967877
612,7103001007,710300,3.84363624015
1924,621003003,62100,2.49765934871
2515,1913022026,191302,1.00141096095
2412,206012014,20601,1.13702190865
2412,206012017,20601,1.79795308273
1533,8314001025,831400,1.88948619233
531,4914001012,491400,2.85890579514
1434,8310001006,831000,4.06115325713
2521,1908003001,190800,5.06983288774
1933,630003001,63000,3.17903297761
2221,7303001026,730300,1.0825512687
2422,103002016,10300,3.00929359553
215,3807001012,380700,0.722627737227
1613,1007001008,100700,1.04321663019
2023,307021000,30702,1.0
2221,7201002015,720100,0.0
2221,7201002018,720100,1.08039647577
414,4605001004,460500,4.96619075705
912,8403003007,840300,0.936335403733
1934,633012002,63301,1.70705444899
1723,1604003009,160400,0.0
911,5802001004,580200,2.19254972425
2523,2001002005,200100,0.953138815203
1834,815003012,81500,5.1421509981
2413,207022003,20702,0.949801309028
923,6305003010,630500,1.83656501832
523,5305013006,530501,1.97418000747
1211,2425001002,242500,5.83590406232
1211,2425001003,242500,5.87600544838
1122,2315005019,231500,2.14984865032
2514,1903002013,190300,1.0318882121
332,4302004009,430200,8.19068252331
332,4302004008,430200,7.14083556223
2411,204003006,20400,0.0
1122,2315005013,231500,1.99601128687
1912,501002000,50100,0.948646496816
332,4302004006,430200,4.02408270632
332,4302004004,430200,6.96923482736
1131,2606002012,260600,3.20643117458
1733,1607003023,160700,2.89959476917
1733,1607003022,160700,1.98475960433
811,5609004012,560900,0.0
212,8365002012,836500,4.52339515002
1931,513002000,51300,0.0
1931,513001021,51300,0.0
632,4402021013,440202,5.13134036617
724,8349002027,834900,10.1240220028
1113,2604001009,260400,4.14094221263
811,5609001007,560900,0.0
2532,2503002002,250300,2.26189764371
1814,714002010,71400,1.71227621483
833,6504004017,650400,0.0
811,5608001008,560800,4.39338235299
833,6504004013,650400,0.0
523,5305032012,530503,2.01902673106
811,5608001005,560800,1.14338235294
921,5805013006,580501,5.48673946227
1021,2912001012,291200,5.46710019059
811,5608001002,560800,1.14338235294
2234,7501001004,750100,0.0
414,4605001016,460500,4.88323537851
2521,2002004015,200200,4.44108659421
1831,817002033,81700,4.31872224457
812,6403002011,640300,3.62641314654
1224,8330002104,833000,1.64735498284
621,7101001000,710100,7.24902634879
2422,101001003,10100,3.01286467086
812,6406003021,640600,1.04413472706
511,4908004016,490800,11.1907593318
1912,601003000,60100,1.08753126116
511,4908004010,490800,11.6494961842
214,3802002004,380200,6.84945300039
1011,8387001007,838700,5.15526654524
2512,1913011010,191301,1.01351351351
332,4303002000,430300,4.95686214659
332,4303002001,430300,4.92423850958
715,6704001011,670400,1.10664062499
332,4303002004,430300,5.90831518739
332,4303002005,430300,5.04698096235
1623,1204002027,120400,1.19230769232
412,4802001002,480200,1.12864238411
822,6204001005,620400,2.02485788235
1433,2415002010,241500,2.09059799414
933,8426002067,842600,0.0
932,6117001006,611700,0.0
921,5806002011,580600,2.43304016906
924,6104001006,610400,1.04888888889
313,4204001011,420400,8.14542074809
1922,603002004,60300,1.73850963531
1634,1508001004,150800,4.72813482141
813,6503011013,650301,3.02670499923
313,4204001015,420400,6.74862523447
715,6703002012,670300,8.14954165531
424,4610001008,461000,1.08373498897
1014,8414002020,841400,0.735981308423
513,4909012019,490901,3.0122819134
1531,2510001033,251000,1.02788844622
224,3818001008,381800,0.0
1511,2513001006,251300,0.990928882436
1034,3012001008,301200,1.73870486875
421,4313012003,431301,11.3637347951
1034,3012001000,301200,3.31017652129
225,8361001005,836100,0.940819740692
231,8361001004,836100,0.0
733,6811005015,681100,12.2901428383
1212,2422002010,242200,9.0348372222
834,7004022007,700402,0.959479281263
432,5201001010,520100,1.02983091787
222,3907002008,390700,4.39717283362
623,6912003001,691200,3.33892821338
324,4305002006,430500,6.5779815293
324,4305002007,430500,5.89160950815
324,4305002002,430500,6.96402708155
114,3201003008,320100,2.34684684683
1034,8413001014,841300,1.54064185888
723,6809001006,680900,0.914444444441
722,6809001004,680900,1.19174757282
811,5611002015,561100,1.32786885245
431,5101002058,510100,0.0
823,6501003015,650100,1.03430029605
915,8400002013,840000,2.54400230567
915,8400002012,840000,4.64017775012
932,6116001012,611600,0.956515737157
932,6116001013,611600,0.956515737157
734,6716002021,671600,3.86253234277
334,4314001003,431400,7.47677350277
825,8350004003,835000,1.56032253583
825,8350004001,835000,0.956718932224
2023,307062000,30706,0.0
2023,307062003,30706,0.0
2023,307062002,30706,0.0
1622,1101005014,110100,0.922244094492
623,8424002011,842400,5.4855086115
1031,3017012005,301701,1.10701956272
623,8424002012,842400,4.29895763537
925,8426001000,842600,3.77722766217
2525,2209022019,220902,2.03981623899
922,8428001001,842800,3.90870183516
2524,2207021006,220702,0.882513661197
1223,8378002005,837800,0.0
2514,1903001011,190300,1.9232946225
411,8342004026,834200,2.0214458837
531,5003002016,500300,3.1687573579
2412,205001001,20500,2.15740771321
1623,1502004010,150200,2.18514395655
1624,1502005018,150200,3.39812613448
1623,1502004012,150200,3.57672290391
614,7107004009,710700,1.14761306533
1623,1502004016,150200,3.61927818449
623,6913001024,691300,0.895490026022
2221,7113002024,711300,0.0
1434,2406001008,240600,0.971475843809
1134,8373001004,837300,1.0110619469
1134,8373001005,837300,2.02501543527
712,6806002025,680600,3.68842012411
712,6806002022,680600,2.35812116028
915,8398001007,839800,2.99645870761
1124,8370001014,837000,0.971064814819
431,5103004027,510300,2.05016348041
2222,7302012007,730201,2.24486772487
2222,7302012006,730201,2.24486772487
725,6716001005,671600,3.95765485924
725,6716001007,671600,4.69594687024
421,4313022001,431302,12.3164600675
421,4313022003,431302,10.0275877486
725,6716001002,671600,4.76802200498
1134,2713001019,271300,3.90131578947
823,6606005013,660600,2.87857438522
612,7103001014,710300,4.72306998082
221,3903002013,390300,4.1252942904
612,7103001010,710300,3.98496278913
2011,208011012,20801,1.08734338116
1634,1510011003,151001,1.00988372093
1733,2101003020,210100,1.83327488115
822,6201002026,620100,1.01451335056
1634,1510011006,151001,1.00988372093
422,4601001037,460100,3.16247460453
2412,206012008,20601,2.21976163727
831,6608005013,660800,4.00769162711
831,6608005010,660800,3.12569704227
1933,629001014,62900,3.00974659362
831,6608005015,660800,3.0722642786
1012,2909002009,290900,2.93667814468
1011,8387003012,838700,5.17119528545
611,7105004001,710500,2.13055004417
1731,1613002013,161300,1.90324557955
933,6111002002,611100,2.98620159594
933,6111002005,611100,2.02933737988
913,6009004003,600900,3.8174327129
933,6111002008,611100,2.92154701528
913,6009002008,600900,3.61866622078
2221,7201003004,720100,1.14954545455
735,6715003020,671500,3.20143153949
1622,1104003016,110400,0.764073226545
733,6814003013,681400,13.5999384908
323,6910001003,691000,1.98015954784
412,4802002009,480200,0.894202898565
331,4301011003,430101,8.95534367219
2211,7401004004,740100,0.0
412,4802002001,480200,1.5912408093
733,6814003014,681400,13.3732356218
1122,2315005023,231500,3.19028982679
624,4401011002,440101,9.12656535467
522,5302002006,530200,1.06668277362
624,4401011004,440101,10.2922081304
631,4401011007,440101,10.0835952498
1631,1708001000,170800,0.0
822,6303002023,630300,2.03900091743
513,4909011004,490901,8.06434931212
513,4909011005,490901,8.06434931212
513,4909011006,490901,8.10896508257
834,7002004009,700200,1.0010947168
834,7002004008,700200,0.98656610126
2012,309003005,30900,0.0
1123,2714001012,271400,0.851744186042
133,3504001003,350400,0.798780487805
832,6610004017,661000,6.30002642156
1512,2520001004,252000,0.0
423,4603023000,460302,1.02991296229
423,4603023002,460302,0.962105180658
812,6403004033,640300,1.04413472706
533,5401011019,540101,0.0
1624,1502005005,150200,3.27021401724
433,5206001001,520600,0.0
511,4908004009,490800,9.95712901375
511,4908004008,490800,11.5830861739
1034,8413003009,841300,0.0
631,4401024001,440102,10.6716967407
511,4908004005,490800,10.7656139587
935,8356001009,835600,0.0
114,3201004007,320100,0.0
121,8419001004,841900,0.0
1932,628002005,62800,0.0
1024,3008001008,300800,2.00391777595
332,4303002010,430300,5.0311333632
332,4303003010,430300,5.04515695756
