beat,time,eknox600ft,eknox1200ft,eknox1800ft,eknox2400ft,eknox3000ft,p600ft,p1200ft,p1800ft,p2400ft,p3000ft
beat122,7,5.19047619048,13.2380952381,20.3333333333,24.7619047619,26.8571428571,0.38000000,0.25000000,0.04000000,0.23000000,0.28000000
beat122,10,5.7619047619,18.4285714286,26.5238095238,30.8095238095,36.5238095238,0.29000000,0.15000000,0.11000000,0.14000000,0.17000000
beat122,13,6.90476190476,18.1428571429,27.7619047619,33.8095238095,35.1428571429,0.29000000,0.15000000,0.18000000,0.12000000,0.14000000
beat812,1,1.23404255319,3.29787234043,7.57446808511,10.6808510638,13.2765957447,0.30000000,0.16000000,0.54000000,0.47000000,0.69000000
beat812,4,2.44680851064,6.97872340426,14.5744680851,25.7234042553,30.3191489362,0.72000000,0.14000000,0.39000000,0.07000000,0.30000000
beat812,7,3.68085106383,9.78723404255,22.6808510638,35.5531914894,44.1489361702,0.52000000,0.10000000,0.37000000,0.39000000,0.70000000
beat812,10,5.12765957447,12.5744680851,30.2553191489,49.5957446809,61.8085106383,0.76000000,0.27000000,0.48000000,0.77000000,0.90000000
beat812,13,6.87234042553,18.3191489362,39.8085106383,61.5957446809,78.1276595745,0.55000000,0.31000000,0.58000000,0.81000000,0.87000000
beat1812,1,1.59375,4.8125,7.9375,11.40625,10.5,0.02000000,0.01000000,0.07000000,0.12000000,0.46000000
beat1812,4,3.53125,11.40625,19.34375,23.21875,27.53125,0.01000000,0.01000000,0.01000000,0.07000000,0.48000000
beat1812,7,4.71875,14.46875,23.5,30.25,35.84375,0.02000000,0.02000000,0.01000000,0.01000000,0.52000000
beat1812,10,5.59375,16.34375,28.03125,34.75,42.875,0.01000000,0.05000000,0.09000000,0.41000000,0.63000000
beat1812,13,7.40625,22.875,37.71875,49.40625,57.0625,0.03000000,0.03000000,0.17000000,0.68000000,0.63000000
beat223,1,2.48648648649,6.94594594595,12.9189189189,18.972972973,22.6486486486,0.02000000,0.01000000,0.01000000,0.29000000,0.84000000
beat223,4,5.16216216216,12.7837837838,24.1081081081,37.5675675676,45.2702702703,0.01000000,0.02000000,0.02000000,0.11000000,0.56000000
beat223,7,7.05405405405,20.8918918919,38.6486486486,57.1081081081,69.7567567568,0.09000000,0.09000000,0.01000000,0.04000000,0.44000000
beat223,10,9.24324324324,29.3513513514,51.8918918919,78.1081081081,94.7027027027,0.05000000,0.06000000,0.02000000,0.21000000,0.45000000
beat223,13,12.5945945946,33.7837837838,62.6486486486,97.1351351351,116.162162162,0.12000000,0.29000000,0.09000000,0.35000000,0.51000000
beat133,1,0.3125,0.5,1.0,1.8125,1.625,0.92000000,0.50000000,0.41000000,0.37000000,0.66000000
beat133,4,0.25,0.8125,2.1875,3.125,3.75,0.75000000,0.76000000,0.54000000,0.11000000,0.46000000
beat133,7,1.3125,3.0,6.4375,7.0625,8.6875,0.31000000,0.29000000,0.27000000,0.22000000,0.63000000
beat133,10,1.375,6.5625,10.625,15.1875,18.5625,0.21000000,0.29000000,0.78000000,0.08000000,0.40000000
beat133,13,2.0625,7.75,11.25,16.75,20.8125,0.17000000,0.39000000,0.52000000,0.08000000,0.55000000
beat212,1,1.59259259259,2.03703703704,4.81481481481,7.55555555556,9.33333333333,0.01000000,0.03000000,0.07000000,0.67000000,0.82000000
beat212,4,4.85185185185,7.22222222222,11.9259259259,20.6666666667,22.6666666667,0.01000000,0.06000000,0.01000000,0.40000000,0.55000000
beat212,7,5.33333333333,9.0,16.1111111111,26.5555555556,31.3703703704,0.05000000,0.11000000,0.21000000,0.42000000,0.43000000
beat212,10,8.2962962963,12.5185185185,21.9259259259,37.1111111111,43.5925925926,0.07000000,0.12000000,0.24000000,0.54000000,0.51000000
beat212,13,9.62962962963,14.5185185185,26.8148148148,44.2592592593,52.1111111111,0.05000000,0.16000000,0.32000000,0.78000000,0.24000000
beat132,1,0.9,2.45,3.45,4.3,5.45,0.01000000,0.01000000,0.09000000,0.10000000,0.06000000
beat132,4,1.75,4.7,9.0,10.9,14.0,0.03000000,0.05000000,0.43000000,0.68000000,0.07000000
beat132,7,2.5,9.45,11.0,13.0,17.35,0.05000000,0.20000000,0.55000000,0.80000000,0.32000000
beat132,10,3.2,9.55,13.7,16.4,21.3,0.06000000,0.32000000,0.82000000,0.91000000,0.50000000
beat132,13,3.45,7.7,12.95,16.35,19.05,0.06000000,0.37000000,0.69000000,0.98000000,0.51000000
beat1814,1,0.588235294118,0.882352941176,2.11764705882,2.29411764706,3.0,0.69000000,0.73000000,0.93000000,0.89000000,0.80000000
beat1814,4,0.823529411765,1.52941176471,3.0,3.82352941176,4.64705882353,0.29000000,0.31000000,0.67000000,0.73000000,0.56000000
beat1814,7,1.23529411765,3.52941176471,6.88235294118,9.17647058824,11.1764705882,0.02000000,0.07000000,0.71000000,0.83000000,0.35000000
beat1814,10,2.64705882353,5.0,11.8235294118,13.2941176471,17.5294117647,0.01000000,0.03000000,0.23000000,0.42000000,0.10000000
beat1814,13,3.41176470588,7.17647058824,17.2352941176,19.3529411765,23.7647058824,0.01000000,0.06000000,0.56000000,0.65000000,0.37000000
beat225,1,8.8085106383,6.6170212766,12.3404255319,17.5106382979,19.7021276596,0.12000000,0.06000000,0.38000000,0.89000000,0.99000000
beat225,4,23.170212766,25.4468085106,43.3829787234,53.7872340426,63.5319148936,0.08000000,0.03000000,0.46000000,0.65000000,0.84000000
beat225,7,39.2127659574,52.1063829787,79.2978723404,94.7234042553,109.255319149,0.08000000,0.04000000,0.13000000,0.35000000,0.83000000
beat225,10,52.7234042553,69.2553191489,110.510638298,142.127659574,163.021276596,0.08000000,0.04000000,0.28000000,0.14000000,0.82000000
beat225,13,61.2553191489,88.6808510638,137.340425532,163.319148936,188.617021277,0.06000000,0.03000000,0.20000000,0.35000000,0.81000000
beat2424,1,1.11904761905,3.92857142857,5.35714285714,6.04761904762,9.54761904762,0.06000000,0.12000000,0.22000000,0.38000000,0.23000000
beat2424,4,4.45238095238,11.7380952381,19.3571428571,23.8095238095,29.3095238095,0.37000000,0.09000000,0.03000000,0.14000000,0.22000000
beat2424,7,9.7380952381,26.119047619,41.9285714286,47.5714285714,59.3095238095,0.34000000,0.08000000,0.01000000,0.04000000,0.06000000
beat2424,10,11.6666666667,33.0714285714,55.2142857143,65.2142857143,79.2142857143,0.15000000,0.01000000,0.01000000,0.03000000,0.02000000
beat2424,13,15.2142857143,40.6666666667,67.0952380952,81.4761904762,96.4761904762,0.06000000,0.01000000,0.02000000,0.05000000,0.04000000
beat1131,1,0.423076923077,1.84615384615,2.69230769231,5.11538461538,5.61538461538,0.97000000,1.00000000,0.75000000,0.46000000,0.43000000
beat1131,4,1.65384615385,5.03846153846,9.5,15.6923076923,18.7692307692,0.37000000,0.89000000,0.55000000,0.12000000,0.15000000
beat1131,7,3.76923076923,8.88461538462,16.8461538462,22.6153846154,29.0769230769,0.29000000,0.69000000,0.42000000,0.25000000,0.02000000
beat1131,10,4.38461538462,11.5,23.3461538462,35.6153846154,43.5769230769,0.47000000,0.90000000,0.51000000,0.55000000,0.11000000
beat1131,13,6.76923076923,16.5384615385,27.5,47.0769230769,55.4230769231,0.67000000,0.89000000,0.79000000,0.61000000,0.20000000
beat1125,1,3.0,6.39130434783,11.3043478261,14.9130434783,16.0,0.05000000,0.31000000,0.01000000,0.42000000,1.00000000
beat1125,4,5.5652173913,11.9130434783,22.8695652174,30.0869565217,32.0,0.16000000,0.45000000,0.49000000,0.14000000,1.00000000
beat1125,7,6.65217391304,16.3913043478,27.9130434783,35.1304347826,38.0,0.07000000,0.20000000,0.30000000,0.11000000,1.00000000
beat1125,10,7.26086956522,18.7826086957,31.8260869565,41.3043478261,44.0,0.24000000,0.35000000,0.23000000,0.09000000,1.00000000
beat1125,13,8.17391304348,23.2173913043,36.8260869565,48.0869565217,50.0,0.20000000,0.11000000,0.25000000,0.08000000,1.00000000
beat1822,1,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat1822,4,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat1822,7,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat1822,10,0.166666666667,0.333333333333,0.333333333333,0.333333333333,1.5,0.82000000,0.40000000,0.38000000,0.41000000,0.71000000
beat1822,13,0.666666666667,0.833333333333,1.16666666667,1.66666666667,4.33333333333,0.32000000,0.27000000,0.12000000,0.21000000,0.39000000
beat2431,1,0.611111111111,1.55555555556,2.66666666667,3.11111111111,3.72222222222,0.94000000,0.59000000,0.41000000,0.58000000,0.79000000
beat2431,4,1.83333333333,5.61111111111,10.0555555556,11.2777777778,12.3888888889,0.86000000,0.85000000,0.25000000,0.58000000,0.94000000
beat2431,7,3.77777777778,9.83333333333,13.7222222222,17.9444444444,20.6111111111,0.62000000,0.84000000,0.75000000,0.89000000,0.78000000
beat2431,10,4.11111111111,14.0555555556,19.7222222222,25.8888888889,28.6111111111,0.83000000,0.97000000,0.76000000,0.56000000,0.55000000
beat2431,13,4.55555555556,13.3333333333,22.2222222222,27.3333333333,31.6666666667,0.76000000,0.94000000,0.91000000,0.77000000,0.79000000
beat1934,1,1.68571428571,5.08571428571,5.85714285714,8.48571428571,8.74285714286,0.45000000,0.93000000,0.53000000,0.42000000,0.61000000
beat1934,4,5.42857142857,13.2571428571,26.0285714286,31.8,35.2857142857,0.33000000,0.86000000,0.97000000,0.95000000,0.98000000
beat1934,7,12.0285714286,28.4857142857,46.2571428571,62.2857142857,66.7142857143,0.65000000,1.00000000,0.80000000,0.75000000,0.92000000
beat1934,10,13.0285714286,39.2857142857,61.1428571429,79.3714285714,81.0285714286,0.71000000,1.00000000,0.90000000,0.74000000,0.84000000
beat1934,13,16.4,45.3428571429,75.3142857143,90.6285714286,102.057142857,0.62000000,1.00000000,0.92000000,0.83000000,0.86000000
beat434,1,0.157894736842,0.368421052632,0.631578947368,1.42105263158,1.42105263158,0.69000000,0.70000000,0.81000000,0.92000000,0.98000000
beat434,4,1.31578947368,3.52631578947,7.26315789474,6.84210526316,6.73684210526,0.11000000,0.15000000,0.51000000,0.54000000,0.84000000
beat434,7,1.73684210526,5.36842105263,10.2105263158,11.4210526316,12.1578947368,0.25000000,0.18000000,0.43000000,0.56000000,0.52000000
beat434,10,3.21052631579,7.68421052632,13.6842105263,17.1052631579,20.2631578947,0.04000000,0.11000000,0.23000000,0.56000000,0.38000000
beat434,13,3.31578947368,7.84210526316,16.4210526316,18.4210526316,22.5789473684,0.07000000,0.21000000,0.46000000,0.52000000,0.40000000
beat124,1,0.5,0.5,0.75,1.0,2.0,0.32000000,0.59000000,1.00000000,0.65000000,1.00000000
beat124,4,0.5,0.75,1.5,2.0,4.0,0.24000000,0.35000000,0.72000000,0.31000000,1.00000000
beat124,7,0.5,0.75,1.5,2.5,4.0,0.14000000,0.30000000,0.57000000,0.38000000,1.00000000
beat124,10,0.25,1.0,1.75,2.0,4.0,0.14000000,0.40000000,0.52000000,0.43000000,1.00000000
beat124,13,0.5,0.75,1.75,2.5,4.0,0.19000000,0.27000000,0.55000000,0.32000000,1.00000000
beat235,1,3.25,4.35714285714,8.64285714286,8.60714285714,14.0357142857,0.07000000,0.02000000,0.04000000,0.10000000,0.17000000
beat235,4,5.35714285714,11.7142857143,16.3214285714,17.1785714286,21.0357142857,0.03000000,0.02000000,0.09000000,0.13000000,0.24000000
beat235,7,11.6428571429,23.3214285714,31.75,32.0714285714,44.2857142857,0.13000000,0.11000000,0.06000000,0.18000000,0.34000000
beat235,10,12.5714285714,22.3571428571,35.4285714286,48.2142857143,54.3571428571,0.07000000,0.03000000,0.04000000,0.09000000,0.18000000
beat235,13,18.2857142857,30.9285714286,54.25,53.4642857143,68.8571428571,0.13000000,0.13000000,0.12000000,0.14000000,0.50000000
beat1913,1,0.578947368421,1.78947368421,2.94736842105,3.31578947368,3.78947368421,0.53000000,0.39000000,0.23000000,0.68000000,0.78000000
beat1913,4,1.26315789474,5.57894736842,4.63157894737,6.63157894737,6.63157894737,0.71000000,0.36000000,0.02000000,0.14000000,0.81000000
beat1913,7,3.31578947368,9.05263157895,12.1578947368,14.9473684211,17.0526315789,0.19000000,0.61000000,0.02000000,0.38000000,0.72000000
beat1913,10,6.31578947368,14.8421052632,21.0526315789,22.3684210526,24.6315789474,0.21000000,0.45000000,0.07000000,0.16000000,0.70000000
beat1913,13,7.89473684211,18.8421052632,25.7368421053,31.8421052632,35.0526315789,0.16000000,0.42000000,0.05000000,0.10000000,0.72000000
beat1224,1,1.0,3.48148148148,5.0,5.51851851852,9.25925925926,0.02000000,0.02000000,0.01000000,0.14000000,0.17000000
beat1224,4,3.66666666667,10.2962962963,13.0,19.3703703704,22.7037037037,0.02000000,0.11000000,0.11000000,0.13000000,0.23000000
beat1224,7,6.14814814815,16.6296296296,21.7407407407,29.4444444444,40.6296296296,0.01000000,0.07000000,0.12000000,0.25000000,0.67000000
beat1224,10,8.96296296296,23.2222222222,29.8888888889,43.0740740741,57.4074074074,0.05000000,0.36000000,0.66000000,0.90000000,0.98000000
beat1224,13,9.88888888889,26.6296296296,34.1481481481,48.2962962963,64.7777777778,0.09000000,0.40000000,0.65000000,0.91000000,0.99000000
beat1512,1,0.434782608696,1.91304347826,2.08695652174,3.17391304348,3.60869565217,0.04000000,0.03000000,0.01000000,0.09000000,0.33000000
beat1512,4,1.52173913043,5.47826086957,10.0,12.0434782609,13.9130434783,0.02000000,0.16000000,0.26000000,0.51000000,0.50000000
beat1512,7,2.52173913043,7.73913043478,14.7391304348,19.6086956522,22.1304347826,0.30000000,0.38000000,0.33000000,0.62000000,0.95000000
beat1512,10,4.17391304348,14.2173913043,23.4782608696,32.0869565217,37.7826086957,0.67000000,0.75000000,0.31000000,0.55000000,0.82000000
beat1512,13,5.82608695652,16.2173913043,30.2173913043,37.1304347826,46.8695652174,0.15000000,0.64000000,0.52000000,0.46000000,0.90000000
beat111,1,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat111,4,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat111,7,0.166666666667,1.0,2.0,2.0,2.0,0.59000000,0.58000000,1.00000000,1.00000000,1.00000000
beat111,10,1.0,2.5,4.0,4.0,4.0,0.51000000,0.83000000,1.00000000,1.00000000,1.00000000
beat111,13,1.0,3.83333333333,6.0,6.0,6.0,0.20000000,0.46000000,1.00000000,1.00000000,1.00000000
beat221,1,1.12903225806,2.83870967742,5.77419354839,8.54838709677,9.06451612903,0.57000000,0.88000000,0.82000000,0.54000000,0.51000000
beat221,4,2.61290322581,9.38709677419,15.9677419355,23.5161290323,28.7096774194,0.51000000,0.83000000,0.67000000,0.72000000,0.71000000
beat221,7,4.32258064516,15.3870967742,29.064516129,37.3548387097,47.064516129,0.75000000,0.96000000,0.89000000,0.78000000,0.57000000
beat221,10,5.8064516129,20.1290322581,36.1935483871,49.1612903226,63.0967741935,0.94000000,0.94000000,0.95000000,0.89000000,0.54000000
beat221,13,7.45161290323,24.935483871,46.1935483871,64.8064516129,77.8064516129,0.85000000,0.98000000,0.88000000,0.86000000,0.30000000
beat924,1,0.75,1.1875,2.375,3.75,4.3125,0.30000000,0.36000000,0.73000000,0.62000000,0.68000000
beat924,4,1.5625,3.0,6.8125,8.625,8.6875,0.17000000,0.35000000,0.78000000,0.36000000,0.72000000
beat924,7,2.5,6.0,9.3125,16.1875,15.3125,0.38000000,0.22000000,0.36000000,0.23000000,0.70000000
beat924,10,2.625,8.5625,13.1875,17.9375,21.0625,0.12000000,0.22000000,0.25000000,0.31000000,0.49000000
beat924,13,3.875,10.25,14.4375,24.1875,26.875,0.08000000,0.05000000,0.20000000,0.14000000,0.43000000
beat1914,1,0.153846153846,0.230769230769,0.538461538462,1.53846153846,0.769230769231,0.57000000,0.36000000,0.24000000,0.53000000,0.27000000
beat1914,4,0.538461538462,2.23076923077,3.53846153846,4.84615384615,6.53846153846,0.39000000,0.13000000,0.33000000,0.19000000,0.33000000
beat1914,7,1.15384615385,5.46153846154,7.53846153846,11.1538461538,13.2307692308,0.08000000,0.08000000,0.33000000,0.42000000,0.30000000
beat1914,10,2.23076923077,7.69230769231,13.8461538462,15.8461538462,18.5384615385,0.01000000,0.09000000,0.13000000,0.25000000,0.28000000
beat1914,13,2.84615384615,7.38461538462,13.3076923077,19.1538461538,22.3076923077,0.01000000,0.16000000,0.30000000,0.58000000,0.73000000
beat114,1,0.0,0.222222222222,1.22222222222,1.11111111111,1.44444444444,0.15000000,0.24000000,0.03000000,0.13000000,0.29000000
beat114,4,0.666666666667,1.11111111111,3.55555555556,5.44444444444,6.44444444444,0.01000000,0.01000000,0.03000000,0.02000000,0.08000000
beat114,7,1.55555555556,2.0,4.11111111111,6.88888888889,7.22222222222,0.01000000,0.01000000,0.01000000,0.02000000,0.03000000
beat114,10,0.888888888889,1.66666666667,5.0,7.22222222222,7.0,0.02000000,0.02000000,0.01000000,0.01000000,0.01000000
beat114,13,2.66666666667,2.55555555556,8.66666666667,9.66666666667,11.3333333333,0.01000000,0.01000000,0.02000000,0.01000000,0.01000000
beat2023,1,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat2023,4,0.7,2.5,3.8,4.0,4.0,0.35000000,0.15000000,0.33000000,1.00000000,1.00000000
beat2023,7,1.7,4.6,7.9,8.0,8.0,0.24000000,0.02000000,0.32000000,1.00000000,1.00000000
beat2023,10,1.8,5.8,9.7,10.0,10.0,0.24000000,0.08000000,0.38000000,1.00000000,1.00000000
beat2023,13,2.5,4.9,9.7,10.0,10.0,0.24000000,0.09000000,0.44000000,1.00000000,1.00000000
beat121,1,0.75,0.5,0.916666666667,1.08333333333,2.0,0.06000000,0.06000000,0.08000000,0.04000000,0.03000000
beat121,4,1.66666666667,2.41666666667,3.25,2.91666666667,4.83333333333,0.08000000,0.08000000,0.30000000,0.07000000,0.02000000
beat121,7,4.08333333333,3.91666666667,4.91666666667,6.0,8.33333333333,0.28000000,0.19000000,0.22000000,0.10000000,0.13000000
beat121,10,4.83333333333,6.66666666667,7.16666666667,9.16666666667,10.4166666667,0.55000000,0.14000000,0.05000000,0.02000000,0.19000000
beat121,13,8.66666666667,11.75,12.5,15.1666666667,19.75,0.05000000,0.01000000,0.01000000,0.01000000,0.01000000
beat2022,1,0.0,0.0,0.0,0.0,0.0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000
beat2022,4,0.285714285714,1.42857142857,1.71428571429,0.857142857143,1.71428571429,1.00000000,1.00000000,0.85000000,0.76000000,0.74000000
beat2022,7,0.428571428571,1.85714285714,2.57142857143,2.57142857143,2.57142857143,0.91000000,0.90000000,1.00000000,1.00000000,1.00000000
beat2022,10,0.714285714286,1.85714285714,2.57142857143,2.57142857143,3.42857142857,0.83000000,0.90000000,1.00000000,1.00000000,1.00000000
beat2022,13,0.714285714286,3.28571428571,4.28571428571,5.14285714286,4.28571428571,0.95000000,0.94000000,0.85000000,0.92000000,0.87000000
