beat,time,eknox600ft,eknox1200ft,eknox1800ft,eknox2400ft,eknox3000ft,p600ft,p1200ft,p1800ft,p2400ft,p3000ft
beat232,4,34.5483870968,110.677419355,170.569892473,205.666666667,215.107526882,0.91000000,0.46000000,0.82000000,0.97000000,0.77000000
beat232,7,60.4516129032,200.268817204,306.838709677,365.225806452,386.35483871,0.67000000,0.44000000,0.81000000,0.97000000,0.72000000
beat232,10,86.5053763441,277.924731183,436.129032258,514.419354839,542.204301075,0.55000000,0.30000000,0.58000000,0.90000000,0.65000000
beat232,13,115.430107527,371.494623656,588.817204301,688.537634409,724.35483871,0.31000000,0.11000000,0.58000000,0.92000000,0.53000000
beat1925,1,2.45833333333,7.97916666667,10.7916666667,16.1666666667,18.5,0.18000000,0.15000000,0.70000000,0.71000000,0.75000000
beat1925,4,5.625,15.0416666667,22.6458333333,33.6458333333,38.5833333333,0.35000000,0.08000000,0.41000000,0.81000000,0.79000000
beat1925,7,8.125,22.5833333333,38.7083333333,52.5,57.4583333333,0.13000000,0.05000000,0.05000000,0.34000000,0.41000000
beat1925,10,12.9166666667,38.4791666667,58.5208333333,81.4375,91.9375,0.08000000,0.04000000,0.05000000,0.41000000,0.47000000
beat1925,13,18.8125,49.3541666667,77.2291666667,106.541666667,122.729166667,0.10000000,0.03000000,0.04000000,0.27000000,0.33000000
beat814,1,4.0985915493,10.2676056338,18.0563380282,25.7042253521,35.0985915493,0.30000000,0.10000000,0.08000000,0.16000000,0.12000000
beat814,4,9.23943661972,27.0281690141,47.338028169,70.2112676056,93.8309859155,0.14000000,0.02000000,0.01000000,0.02000000,0.02000000
beat814,7,14.7605633803,42.8450704225,72.1690140845,109.718309859,143.732394366,0.30000000,0.01000000,0.03000000,0.02000000,0.01000000
beat814,10,19.8028169014,57.5352112676,97.4507042254,148.014084507,191.084507042,0.18000000,0.01000000,0.11000000,0.04000000,0.03000000
beat814,13,25.0845070423,71.2816901408,124.352112676,182.042253521,243.591549296,0.02000000,0.01000000,0.03000000,0.05000000,0.06000000
beat1421,1,5.76811594203,16.2753623188,30.4492753623,40.5072463768,49.3768115942,0.84000000,0.96000000,0.80000000,0.79000000,0.74000000
beat1421,4,12.4202898551,37.0869565217,65.4782608696,95.7246376812,115.811594203,0.90000000,0.89000000,0.83000000,0.90000000,0.84000000
beat1421,7,19.6376811594,59.7101449275,102.405797101,143.869565217,177.130434783,0.82000000,0.85000000,0.77000000,0.74000000,0.36000000
beat1421,10,26.1594202899,79.5652173913,137.913043478,181.47826087,231.173913043,0.83000000,0.66000000,0.58000000,0.30000000,0.16000000
beat1421,13,31.3623188406,96.7391304348,168.260869565,230.289855072,294.130434783,0.69000000,0.63000000,0.52000000,0.26000000,0.36000000
beat634,1,0.638888888889,2.41666666667,4.80555555556,7.13888888889,9.52777777778,0.04000000,0.02000000,0.07000000,0.08000000,0.20000000
beat634,4,2.02777777778,6.38888888889,10.0,18.5555555556,25.5555555556,0.06000000,0.02000000,0.07000000,0.01000000,0.09000000
beat634,7,3.38888888889,11.4722222222,22.4166666667,35.6388888889,45.9722222222,0.15000000,0.23000000,0.06000000,0.01000000,0.24000000
beat634,10,4.61111111111,17.8611111111,34.6944444444,50.9722222222,70.1111111111,0.08000000,0.08000000,0.08000000,0.01000000,0.15000000
beat634,13,6.16666666667,21.2222222222,38.3333333333,60.1666666667,78.4722222222,0.04000000,0.08000000,0.10000000,0.01000000,0.18000000
beat332,1,8.69911504425,30.5752212389,55.2566371681,76.0353982301,84.1769911504,0.59000000,0.98000000,0.77000000,0.46000000,0.23000000
beat332,4,30.4513274336,107.398230088,195.973451327,262.690265487,304.725663717,0.50000000,0.86000000,0.93000000,0.36000000,0.74000000
beat332,7,50.4247787611,175.061946903,315.407079646,436.247787611,491.619469027,0.55000000,0.30000000,0.72000000,0.09000000,0.67000000
beat332,10,71.4247787611,246.345132743,444.876106195,605.557522124,688.699115044,0.44000000,0.18000000,0.50000000,0.03000000,0.47000000
beat332,13,91.9469026549,318.212389381,576.637168142,770.92920354,877.132743363,0.55000000,0.12000000,0.47000000,0.03000000,0.54000000
beat831,1,9.21527777778,28.1527777778,47.0694444444,63.0069444444,79.8541666667,0.01000000,0.05000000,0.05000000,0.07000000,0.15000000
beat831,4,22.7152777778,75.5069444444,116.791666667,158.298611111,199.736111111,0.12000000,0.06000000,0.04000000,0.04000000,0.07000000
beat831,7,37.5138888889,122.506944444,200.75,263.1875,341.284722222,0.23000000,0.08000000,0.03000000,0.12000000,0.21000000
beat831,10,54.6875,174.6875,280.784722222,382.5,482.777777778,0.19000000,0.10000000,0.03000000,0.34000000,0.65000000
beat831,13,70.5416666667,230.263888889,365.333333333,501.340277778,628.9375,0.16000000,0.15000000,0.04000000,0.43000000,0.66000000
beat832,1,7.45794392523,25.8037383178,43.4485981308,60.261682243,74.9626168224,0.34000000,0.77000000,0.60000000,0.67000000,0.92000000
beat832,4,25.3551401869,79.5700934579,139.112149533,193.46728972,228.934579439,0.74000000,0.69000000,0.05000000,0.32000000,0.80000000
beat832,7,40.6168224299,124.925233645,228.523364486,321.121495327,376.177570093,0.64000000,0.87000000,0.47000000,0.70000000,0.82000000
beat832,10,55.1401869159,174.093457944,319.560747664,440.971962617,519.037383178,0.48000000,0.72000000,0.23000000,0.75000000,0.62000000
beat832,13,72.3551401869,230.654205607,411.308411215,566.009345794,681.168224299,0.55000000,0.67000000,0.27000000,0.61000000,0.36000000
beat234,1,2.53488372093,5.67441860465,9.13953488372,12.0697674419,17.0465116279,0.68000000,0.84000000,0.71000000,0.36000000,0.20000000
beat234,4,7.06976744186,19.8139534884,33.2093023256,43.7906976744,55.7209302326,0.18000000,0.44000000,0.22000000,0.32000000,0.47000000
beat234,7,10.0,26.4186046512,45.7674418605,65.5581395349,84.4186046512,0.17000000,0.40000000,0.25000000,0.25000000,0.45000000
beat234,10,13.2558139535,33.7906976744,61.1860465116,88.3488372093,107.511627907,0.11000000,0.37000000,0.19000000,0.27000000,0.51000000
beat234,13,15.3255813953,41.8372093023,73.1860465116,108.697674419,136.837209302,0.06000000,0.26000000,0.33000000,0.61000000,0.50000000
beat2233,1,0.232558139535,1.11627906977,2.25581395349,2.76744186047,3.20930232558,0.01000000,0.01000000,0.03000000,0.12000000,0.20000000
beat2233,4,1.20930232558,6.27906976744,11.0930232558,16.9069767442,19.8372093023,0.01000000,0.01000000,0.07000000,0.08000000,0.21000000
beat2233,7,3.09302325581,11.8837209302,20.3255813953,34.5348837209,41.511627907,0.01000000,0.01000000,0.10000000,0.02000000,0.17000000
beat2233,10,3.97674418605,15.6744186047,28.0930232558,43.1162790698,56.9534883721,0.01000000,0.02000000,0.07000000,0.01000000,0.05000000
beat2233,13,5.27906976744,21.2558139535,40.3720930233,60.7209302326,73.511627907,0.04000000,0.03000000,0.06000000,0.01000000,0.02000000
beat633,1,1.70175438596,5.71929824561,10.7543859649,15.5614035088,19.0701754386,0.01000000,0.10000000,0.72000000,0.15000000,0.78000000
beat633,4,5.40350877193,16.1052631579,32.1228070175,46.7543859649,63.8421052632,0.15000000,0.14000000,0.81000000,0.52000000,0.85000000
beat633,7,8.45614035088,25.2280701754,50.1052631579,77.8947368421,99.1929824561,0.09000000,0.09000000,0.73000000,0.46000000,0.92000000
beat633,10,12.1052631579,37.4210526316,70.9122807018,109.824561404,146.087719298,0.07000000,0.18000000,0.73000000,0.30000000,0.89000000
beat633,13,14.5614035088,47.5964912281,93.4210526316,136.719298246,189.403508772,0.21000000,0.20000000,0.84000000,0.65000000,0.96000000
beat2223,1,1.51470588235,5.54411764706,10.25,15.5441176471,19.9117647059,0.88000000,0.18000000,0.08000000,0.08000000,0.07000000
beat2223,4,4.63235294118,16.0882352941,28.5588235294,42.0294117647,59.1176470588,0.75000000,0.14000000,0.01000000,0.15000000,0.10000000
beat2223,7,7.16176470588,27.7205882353,50.5,74.6470588235,103.676470588,0.61000000,0.40000000,0.03000000,0.06000000,0.10000000
beat2223,10,10.4411764706,36.0588235294,66.1617647059,99.4117647059,135.352941176,0.67000000,0.41000000,0.02000000,0.02000000,0.06000000
beat2223,13,13.3382352941,47.0147058824,85.9558823529,133.676470588,176.544117647,0.76000000,0.30000000,0.01000000,0.02000000,0.02000000
beat911,1,0.82,2.6,5.68,7.88,10.08,0.13000000,0.05000000,0.15000000,0.30000000,0.46000000
beat911,4,3.12,8.74,16.18,25.02,31.74,0.56000000,0.19000000,0.19000000,0.55000000,0.83000000
beat911,7,5.66,14.22,27.48,40.76,50.24,0.37000000,0.26000000,0.13000000,0.17000000,0.52000000
beat911,10,7.98,19.74,37.74,58.18,72.1,0.54000000,0.25000000,0.32000000,0.38000000,0.41000000
beat911,13,10.04,24.26,49.98,75.96,90.52,0.31000000,0.31000000,0.31000000,0.25000000,0.19000000
beat524,1,2.50602409639,6.60240963855,10.8554216867,17.0240963855,23.2409638554,0.46000000,0.14000000,0.23000000,0.34000000,0.60000000
beat524,4,6.92771084337,21.6506024096,35.0722891566,50.6265060241,70.1686746988,0.01000000,0.02000000,0.02000000,0.14000000,0.15000000
beat524,7,12.9397590361,35.686746988,59.0963855422,87.3975903614,116.626506024,0.01000000,0.01000000,0.03000000,0.17000000,0.16000000
beat524,10,15.8192771084,45.6265060241,77.421686747,109.445783133,153.0,0.01000000,0.02000000,0.06000000,0.44000000,0.49000000
beat524,13,19.4698795181,58.9759036145,97.156626506,141.951807229,190.963855422,0.01000000,0.04000000,0.07000000,0.50000000,0.56000000
beat815,1,2.13636363636,9.51136363636,20.6931818182,28.7840909091,40.1818181818,0.01000000,0.20000000,0.45000000,0.86000000,0.62000000
beat815,4,5.72727272727,23.0,43.3409090909,68.8295454545,95.9090909091,0.01000000,0.18000000,0.10000000,0.74000000,0.41000000
beat815,7,9.75,44.5,80.2840909091,126.625,175.647727273,0.05000000,0.36000000,0.63000000,0.87000000,0.51000000
beat815,10,14.1704545455,51.7954545455,108.511363636,168.477272727,227.420454545,0.03000000,0.50000000,0.80000000,0.95000000,0.56000000
beat815,13,17.7045454545,70.6136363636,135.681818182,213.727272727,291.784090909,0.06000000,0.66000000,0.69000000,0.99000000,0.76000000
beat1614,1,0.961538461538,3.80769230769,3.88461538462,6.88461538462,7.80769230769,1.00000000,0.41000000,0.22000000,0.29000000,0.21000000
beat1614,4,2.53846153846,8.03846153846,9.61538461538,13.1923076923,9.42307692308,0.73000000,0.31000000,0.19000000,0.27000000,0.28000000
beat1614,7,4.07692307692,8.69230769231,14.7692307692,16.3846153846,20.0,0.07000000,0.10000000,0.14000000,0.24000000,0.07000000
beat1614,10,4.96153846154,8.96153846154,16.8846153846,20.2692307692,29.8076923077,0.07000000,0.20000000,0.15000000,0.31000000,0.09000000
beat1614,13,4.80769230769,12.5769230769,17.0769230769,25.3461538462,28.7307692308,0.07000000,0.22000000,0.16000000,0.25000000,0.06000000
beat123,1,2.32142857143,4.28571428571,9.42857142857,13.0714285714,14.0,0.02000000,0.02000000,0.11000000,0.51000000,1.00000000
beat123,4,7.0,14.1071428571,26.8214285714,38.5714285714,42.0,0.06000000,0.20000000,0.80000000,0.71000000,1.00000000
beat123,7,11.5,26.0,46.5714285714,66.4642857143,72.0,0.10000000,0.11000000,0.13000000,0.32000000,1.00000000
beat123,10,15.4285714286,33.9642857143,62.1785714286,86.8571428571,90.0,0.30000000,0.27000000,0.12000000,0.43000000,1.00000000
beat123,13,18.6428571429,35.0714285714,72.9642857143,100.321428571,108.0,0.07000000,0.10000000,0.05000000,0.25000000,1.00000000
beat724,1,2.05769230769,5.61538461538,8.69230769231,11.4230769231,13.6153846154,0.52000000,0.96000000,0.99000000,0.94000000,0.05000000
beat724,4,7.19230769231,22.1538461538,30.25,44.6923076923,54.4807692308,0.03000000,0.35000000,0.73000000,0.49000000,0.15000000
beat724,7,12.6153846154,34.1923076923,56.0384615385,75.1538461538,98.0384615385,0.18000000,0.48000000,0.94000000,0.67000000,0.38000000
beat724,10,19.5961538462,57.9038461538,81.4230769231,112.288461538,136.076923077,0.28000000,0.50000000,0.87000000,0.35000000,0.23000000
beat724,13,24.1730769231,71.0,104.519230769,139.576923077,169.846153846,0.46000000,0.80000000,0.98000000,0.38000000,0.48000000
beat314,1,4.12068965517,14.2068965517,19.8793103448,23.6034482759,27.3448275862,0.95000000,0.85000000,0.60000000,0.81000000,0.54000000
beat314,4,17.8620689655,53.3448275862,78.2586206897,101.068965517,108.034482759,0.73000000,0.93000000,0.61000000,0.94000000,0.80000000
beat314,7,24.3620689655,80.5862068966,126.25862069,164.448275862,183.620689655,0.87000000,0.91000000,0.58000000,0.79000000,0.54000000
beat314,10,35.7068965517,107.379310345,180.534482759,233.155172414,256.724137931,0.73000000,0.78000000,0.43000000,0.85000000,0.69000000
beat314,13,43.2068965517,141.672413793,227.120689655,290.482758621,334.051724138,0.47000000,0.85000000,0.37000000,0.76000000,0.65000000
beat1111,1,3.390625,14.296875,24.703125,30.703125,35.28125,0.01000000,0.09000000,0.30000000,0.03000000,0.20000000
beat1111,4,8.203125,36.5,59.484375,72.1875,90.671875,0.06000000,0.01000000,0.05000000,0.10000000,0.13000000
beat1111,7,14.09375,61.9375,108.15625,137.421875,144.8125,0.22000000,0.07000000,0.03000000,0.10000000,0.14000000
beat1111,10,19.125,72.5,127.34375,162.40625,188.265625,0.30000000,0.01000000,0.01000000,0.11000000,0.26000000
beat1111,13,25.359375,96.609375,166.96875,214.484375,247.53125,0.30000000,0.05000000,0.10000000,0.18000000,0.20000000
beat311,1,0.277777777778,0.666666666667,0.555555555556,1.66666666667,1.83333333333,1.00000000,0.23000000,0.52000000,0.76000000,0.92000000
beat311,4,0.833333333333,2.05555555556,3.77777777778,4.05555555556,5.38888888889,0.91000000,0.05000000,0.25000000,0.38000000,0.69000000
beat311,7,1.77777777778,4.61111111111,7.05555555556,9.94444444444,11.0555555556,0.50000000,0.11000000,0.41000000,0.85000000,1.00000000
beat311,10,2.11111111111,5.66666666667,10.2777777778,11.6111111111,15.0,0.57000000,0.30000000,0.56000000,0.95000000,0.98000000
beat311,13,3.05555555556,7.88888888889,12.7777777778,16.7222222222,17.8333333333,0.54000000,0.31000000,0.82000000,0.82000000,0.92000000
beat421,1,26.1827411168,81.6954314721,132.954314721,180.375634518,229.670050761,0.01000000,0.06000000,0.13000000,0.35000000,0.26000000
beat421,4,80.4010152284,265.177664975,423.390862944,610.360406091,759.873096447,0.19000000,0.44000000,0.30000000,0.26000000,0.09000000
beat421,7,144.086294416,455.065989848,759.918781726,1062.63451777,1302.56852792,0.13000000,0.39000000,0.07000000,0.12000000,0.03000000
beat421,10,198.406091371,624.751269036,1043.95939086,1433.18274112,1784.81725888,0.05000000,0.32000000,0.08000000,0.18000000,0.03000000
beat421,13,249.38071066,813.106598985,1309.70050761,1853.82233503,2269.86294416,0.16000000,0.26000000,0.09000000,0.18000000,0.06000000
beat823,1,11.3959731544,44.5838926174,85.6510067114,116.187919463,140.281879195,0.01000000,0.02000000,0.20000000,0.01000000,0.02000000
beat823,4,33.1208053691,125.248322148,221.214765101,317.899328859,399.073825503,0.02000000,0.01000000,0.10000000,0.01000000,0.02000000
beat823,7,54.3624161074,206.44295302,371.583892617,542.040268456,679.953020134,0.01000000,0.01000000,0.36000000,0.05000000,0.02000000
beat823,10,77.8590604027,300.697986577,559.744966443,749.751677852,959.026845638,0.03000000,0.02000000,0.18000000,0.09000000,0.04000000
beat823,13,103.724832215,394.080536913,703.852348993,976.879194631,1242.70469799,0.06000000,0.01000000,0.03000000,0.02000000,0.01000000
beat1731,1,1.89552238806,5.80597014925,11.7611940299,17.6268656716,24.2388059701,0.28000000,0.08000000,0.61000000,0.82000000,0.93000000
beat1731,4,5.55223880597,16.8208955224,35.1044776119,51.2686567164,72.1492537313,0.56000000,0.31000000,0.70000000,0.96000000,1.00000000
beat1731,7,9.79104477612,28.7014925373,55.671641791,87.0,121.641791045,0.30000000,0.16000000,0.60000000,0.77000000,0.76000000
beat1731,10,12.3731343284,34.4328358209,74.5820895522,112.880597015,151.134328358,0.50000000,0.15000000,0.83000000,0.94000000,0.97000000
beat1731,13,14.6567164179,48.328358209,94.328358209,146.462686567,192.626865672,0.08000000,0.04000000,0.39000000,0.77000000,0.76000000
beat613,1,2.0,8.42253521127,18.6338028169,27.6901408451,34.1830985915,0.01000000,0.02000000,0.02000000,0.04000000,0.14000000
beat613,4,7.18309859155,26.0422535211,48.1267605634,74.1971830986,97.9577464789,0.05000000,0.01000000,0.01000000,0.01000000,0.03000000
beat613,7,11.6056338028,44.2816901408,82.338028169,129.661971831,163.267605634,0.05000000,0.03000000,0.06000000,0.06000000,0.12000000
beat613,10,14.8732394366,58.1830985915,106.830985915,166.76056338,212.704225352,0.05000000,0.03000000,0.19000000,0.27000000,0.18000000
beat613,13,20.676056338,74.7042253521,145.704225352,227.492957746,284.704225352,0.02000000,0.01000000,0.23000000,0.23000000,0.30000000
beat1213,1,5.59090909091,17.3977272727,28.5795454545,37.7386363636,41.9318181818,0.37000000,0.34000000,0.02000000,0.20000000,0.46000000
beat1213,4,25.2159090909,72.0568181818,125.943181818,159.079545455,180.840909091,0.41000000,0.06000000,0.03000000,0.12000000,0.92000000
beat1213,7,40.8181818182,124.227272727,214.431818182,280.784090909,304.465909091,0.12000000,0.08000000,0.05000000,0.22000000,0.87000000
beat1213,10,55.125,175.090909091,295.545454545,388.988636364,423.670454545,0.20000000,0.05000000,0.01000000,0.39000000,0.90000000
beat1213,13,70.9772727273,224.454545455,377.920454545,499.113636364,545.386363636,0.08000000,0.04000000,0.01000000,0.12000000,0.76000000
beat933,1,2.62790697674,7.97674418605,14.6976744186,19.6744186047,21.5348837209,0.35000000,0.26000000,0.26000000,0.27000000,0.71000000
beat933,4,6.97674418605,21.6046511628,37.6279069767,51.7906976744,56.5348837209,0.14000000,0.22000000,0.67000000,0.53000000,0.62000000
beat933,7,10.3255813953,33.4418604651,58.976744186,81.2790697674,89.9069767442,0.21000000,0.12000000,0.94000000,0.57000000,0.71000000
beat933,10,15.0465116279,52.6511627907,87.6976744186,124.093023256,134.093023256,0.53000000,0.43000000,0.85000000,0.40000000,0.83000000
beat933,13,17.8837209302,58.8837209302,103.418604651,143.279069767,152.581395349,0.60000000,0.40000000,0.92000000,0.29000000,0.69000000
beat1011,1,6.06024096386,23.0120481928,39.1325301205,52.1204819277,62.6024096386,0.10000000,0.13000000,0.11000000,0.11000000,0.06000000
beat1011,4,19.2409638554,67.5662650602,118.024096386,150.192771084,179.975903614,0.01000000,0.04000000,0.05000000,0.04000000,0.07000000
beat1011,7,26.6987951807,98.7710843373,168.156626506,224.481927711,265.13253012,0.03000000,0.02000000,0.03000000,0.01000000,0.02000000
beat1011,10,39.8554216867,139.265060241,241.265060241,312.337349398,378.614457831,0.09000000,0.02000000,0.01000000,0.01000000,0.02000000
beat1011,13,49.2530120482,176.21686747,305.301204819,396.024096386,472.096385542,0.17000000,0.02000000,0.03000000,0.01000000,0.02000000
beat915,1,1.25,3.41666666667,5.875,9.22916666667,11.1666666667,0.24000000,0.60000000,0.07000000,0.09000000,0.09000000
beat915,4,4.0,12.6875,24.4583333333,36.125,44.4375,0.81000000,0.37000000,0.04000000,0.02000000,0.10000000
beat915,7,5.5,23.25,41.25,59.875,76.6666666667,0.32000000,0.13000000,0.03000000,0.05000000,0.17000000
beat915,10,8.1875,29.5208333333,57.3125,83.4375,104.9375,0.28000000,0.20000000,0.09000000,0.01000000,0.11000000
beat915,13,10.6458333333,33.4791666667,68.25,101.020833333,126.8125,0.27000000,0.17000000,0.06000000,0.05000000,0.08000000
beat2522,1,2.15277777778,8.29166666667,13.2777777778,19.5416666667,25.1388888889,0.20000000,0.62000000,0.85000000,0.35000000,0.81000000
beat2522,4,8.27777777778,25.5,45.2361111111,64.7083333333,80.0,0.27000000,0.32000000,0.49000000,0.29000000,0.73000000
beat2522,7,14.0833333333,43.0555555556,79.0833333333,111.347222222,139.986111111,0.75000000,0.59000000,0.35000000,0.45000000,0.82000000
beat2522,10,18.8194444444,59.9444444444,111.930555556,152.666666667,188.569444444,0.85000000,0.65000000,0.69000000,0.69000000,0.97000000
beat2522,13,24.2361111111,78.25,141.305555556,198.944444444,241.472222222,0.61000000,0.18000000,0.46000000,0.59000000,0.67000000
beat2412,1,2.86301369863,8.79452054795,13.7671232877,22.1780821918,28.8630136986,0.08000000,0.42000000,0.24000000,0.59000000,0.39000000
beat2412,4,6.3698630137,21.1232876712,39.1917808219,56.9178082192,73.0273972603,0.19000000,0.84000000,0.63000000,0.46000000,0.32000000
beat2412,7,9.65753424658,31.9726027397,57.7671232877,83.9315068493,110.164383562,0.07000000,0.45000000,0.29000000,0.32000000,0.20000000
beat2412,10,13.6712328767,44.2739726027,81.5068493151,121.863013699,159.164383562,0.15000000,0.39000000,0.23000000,0.19000000,0.22000000
beat2412,13,17.5479452055,59.8767123288,108.397260274,162.917808219,203.726027397,0.25000000,0.43000000,0.58000000,0.09000000,0.05000000
beat1634,1,1.69387755102,4.02040816327,9.04081632653,13.5510204082,17.6530612245,0.11000000,0.16000000,0.28000000,0.31000000,0.34000000
beat1634,4,3.12244897959,8.5306122449,17.5714285714,28.0612244898,38.3469387755,0.09000000,0.03000000,0.08000000,0.09000000,0.49000000
beat1634,7,5.55102040816,13.693877551,31.3265306122,48.6734693878,65.1020408163,0.05000000,0.03000000,0.07000000,0.11000000,0.50000000
beat1634,10,8.16326530612,22.1224489796,47.7959183673,75.0408163265,99.5714285714,0.09000000,0.34000000,0.14000000,0.31000000,0.86000000
beat1634,13,10.8775510204,25.6530612245,60.7959183673,89.612244898,116.510204082,0.13000000,0.20000000,0.05000000,0.53000000,0.99000000
beat732,1,1.70212765957,7.02127659574,11.5319148936,15.1914893617,16.829787234,0.08000000,0.08000000,0.73000000,0.62000000,0.93000000
beat732,4,4.89361702128,24.170212766,40.7446808511,50.2127659574,54.6595744681,0.05000000,0.07000000,0.71000000,0.62000000,0.85000000
beat732,7,10.0,40.0212765957,69.0212765957,87.5106382979,93.9361702128,0.29000000,0.27000000,0.89000000,0.97000000,1.00000000
beat732,10,11.6382978723,51.6808510638,92.4680851064,116.574468085,125.404255319,0.18000000,0.22000000,0.88000000,1.00000000,1.00000000
beat732,13,15.829787234,66.4255319149,119.70212766,144.510638298,155.723404255,0.16000000,0.04000000,0.68000000,0.99000000,1.00000000
beat612,1,9.36607142857,30.3214285714,55.3571428571,86.1607142857,110.794642857,0.35000000,0.88000000,0.09000000,0.11000000,0.49000000
beat612,4,24.7142857143,82.1785714286,149.669642857,221.089285714,294.348214286,0.18000000,0.68000000,0.23000000,0.16000000,0.42000000
beat612,7,38.2142857143,129.892857143,238.714285714,359.75,474.035714286,0.40000000,0.46000000,0.19000000,0.09000000,0.35000000
beat612,10,49.9553571429,185.973214286,324.955357143,494.482142857,643.5625,0.47000000,0.50000000,0.21000000,0.06000000,0.21000000
beat612,13,68.3392857143,232.080357143,403.928571429,621.276785714,812.794642857,0.44000000,0.48000000,0.24000000,0.10000000,0.06000000
beat2232,1,1.10638297872,3.02127659574,5.57446808511,9.42553191489,12.4042553191,0.12000000,0.09000000,0.14000000,0.49000000,0.41000000
beat2232,4,2.40425531915,6.89361702128,14.2340425532,21.6595744681,27.2340425532,0.05000000,0.15000000,0.20000000,0.36000000,0.33000000
beat2232,7,4.12765957447,11.6808510638,26.2127659574,36.0425531915,45.8510638298,0.05000000,0.07000000,0.15000000,0.05000000,0.03000000
beat2232,10,4.48936170213,14.7872340426,32.6808510638,47.8510638298,61.6808510638,0.02000000,0.14000000,0.37000000,0.13000000,0.08000000
beat2232,13,6.31914893617,19.2978723404,42.4468085106,61.3404255319,79.3191489362,0.04000000,0.10000000,0.23000000,0.14000000,0.06000000
beat2513,1,1.33333333333,4.17948717949,8.28205128205,12.3076923077,16.7179487179,0.58000000,0.42000000,0.70000000,0.60000000,0.52000000
beat2513,4,2.38461538462,6.64102564103,13.0,18.7692307692,24.0,0.82000000,0.24000000,0.64000000,0.49000000,0.10000000
beat2513,7,4.28205128205,12.358974359,22.5641025641,32.5897435897,42.9487179487,0.50000000,0.18000000,0.59000000,0.41000000,0.05000000
beat2513,10,5.25641025641,16.358974359,31.0256410256,44.6666666667,56.4358974359,0.73000000,0.23000000,0.70000000,0.47000000,0.10000000
beat2513,13,6.74358974359,18.9743589744,34.4102564103,54.0256410256,66.8717948718,0.87000000,0.23000000,0.53000000,0.41000000,0.07000000
beat2515,1,2.95588235294,10.1470588235,14.1029411765,19.3823529412,26.1617647059,0.25000000,0.14000000,0.09000000,0.17000000,0.21000000
beat2515,4,8.60294117647,29.75,45.75,60.2794117647,84.5441176471,0.03000000,0.03000000,0.15000000,0.15000000,0.26000000
beat2515,7,15.25,58.8823529412,84.3382352941,117.264705882,158.588235294,0.05000000,0.01000000,0.18000000,0.21000000,0.32000000
beat2515,10,20.8676470588,73.6323529412,114.441176471,149.544117647,211.558823529,0.06000000,0.01000000,0.05000000,0.08000000,0.02000000
beat2515,13,24.7941176471,97.2205882353,139.088235294,201.882352941,259.970588235,0.13000000,0.01000000,0.01000000,0.02000000,0.01000000
beat725,1,3.33333333333,10.1666666667,16.7166666667,26.0,30.1833333333,0.04000000,0.13000000,0.11000000,0.92000000,0.22000000
beat725,4,8.13333333333,26.1833333333,46.9,64.7,75.6833333333,0.04000000,0.17000000,0.05000000,0.37000000,0.18000000
beat725,7,14.3666666667,40.8833333333,72.6833333333,105.383333333,120.483333333,0.03000000,0.06000000,0.13000000,0.50000000,0.09000000
beat725,10,22.05,60.3,102.333333333,149.316666667,171.633333333,0.03000000,0.01000000,0.02000000,0.37000000,0.12000000
beat725,13,25.45,81.3333333333,141.333333333,203.583333333,228.066666667,0.04000000,0.01000000,0.07000000,0.38000000,0.52000000
beat323,1,2.87341772152,12.8227848101,26.5063291139,35.1012658228,42.6708860759,0.82000000,0.72000000,0.96000000,0.94000000,0.97000000
beat323,4,8.73417721519,30.2278481013,64.2025316456,88.9240506329,110.075949367,0.03000000,0.15000000,0.30000000,0.30000000,0.62000000
beat323,7,14.2025316456,52.6962025316,114.050632911,163.278481013,195.708860759,0.02000000,0.06000000,0.18000000,0.20000000,0.67000000
beat323,10,18.9113924051,75.2405063291,155.556962025,214.924050633,257.088607595,0.09000000,0.14000000,0.42000000,0.27000000,0.53000000
beat323,13,26.3544303797,94.3037974684,196.46835443,284.227848101,346.936708861,0.16000000,0.24000000,0.52000000,0.75000000,0.67000000
beat1112,1,1.87179487179,6.71794871795,11.1538461538,16.3076923077,21.1538461538,0.88000000,0.77000000,0.88000000,0.41000000,0.97000000
beat1112,4,2.89743589744,10.5384615385,21.4871794872,31.5384615385,35.5641025641,0.92000000,0.63000000,0.82000000,0.74000000,0.91000000
beat1112,7,3.92307692308,14.5128205128,28.6153846154,41.9230769231,48.6666666667,0.90000000,0.80000000,0.80000000,0.51000000,0.90000000
beat1112,10,8.87179487179,34.0512820513,66.3333333333,95.4358974359,108.538461538,0.90000000,0.95000000,0.84000000,0.21000000,0.74000000
beat1112,13,9.53846153846,35.4615384615,72.6666666667,101.256410256,120.641025641,0.95000000,0.93000000,0.82000000,0.15000000,0.82000000
beat1531,1,0.210526315789,1.02631578947,2.52631578947,3.52631578947,3.73684210526,0.29000000,0.75000000,0.52000000,0.80000000,0.13000000
beat1531,4,1.86842105263,7.39473684211,13.8421052632,21.0789473684,25.1315789474,0.80000000,0.86000000,0.80000000,0.37000000,0.20000000
beat1531,7,3.39473684211,12.1842105263,24.0789473684,34.4736842105,39.7631578947,0.64000000,0.79000000,0.84000000,0.36000000,0.03000000
beat1531,10,6.07894736842,20.1315789474,40.4736842105,60.7631578947,71.1842105263,0.87000000,0.68000000,0.79000000,0.23000000,0.02000000
